address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,price_reduction,price_increase,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"3002 Farmdale Ave, Los Angeles, CA 90016",90016,SINGLE_FAMILY,FOR_SALE,House for sale,1190000.0,1263600,,4234,3,4.0,1544,,,,-1,23 days on Zillow,DAYS_ON,20594322,20594322,https://www.zillow.com/homedetails/3002-Farmdale-Ave-Los-Angeles-CA-90016/20594322_zpid/
"7419 Tranquil Dr, Tujunga, CA 91042",91042,SINGLE_FAMILY,FOR_SALE,House for sale,995000.0,1022600,,6084,4,4.0,2768,,,,-1,23 days on Zillow,DAYS_ON,65250409,65250409,https://www.zillow.com/homedetails/7419-Tranquil-Dr-Tujunga-CA-91042/65250409_zpid/
"19123 Arminta St, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,845000.0,902600,,2812,2,3.0,1080,,,,-1,23 days on Zillow,DAYS_ON,19904923,19904923,https://www.zillow.com/homedetails/19123-Arminta-St-Reseda-CA-91335/19904923_zpid/
"5920 Irvine Ave, North Hollywood, CA 91601",91601,SINGLE_FAMILY,FOR_SALE,House for sale,874900.0,950600,,3569,2,2.0,1200,,,,-1,23 days on Zillow,DAYS_ON,111917621,111917621,https://www.zillow.com/homedetails/5920-Irvine-Ave-North-Hollywood-CA-91601/111917621_zpid/
"11615 Colfax Meadow Ln, Studio City, CA 91604",91604,SINGLE_FAMILY,FOR_SALE,New construction,1895000.0,,,,3,4.0,2604,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,2067373546,2067373546,https://www.zillow.com/homedetails/11615-Colfax-Meadow-Ln-Studio-City-CA-91604/2067373546_zpid/
"11626 Colfax Meadows Ln, Studio City, CA 91604",91604,SINGLE_FAMILY,FOR_SALE,New construction,1795000.0,,,,3,4.0,2520,,,45000,-1,Open: Sun. 1-4pm,OPEN_HOUSE,2067377740,2067377740,https://www.zillow.com/homedetails/11626-Colfax-Meadows-Ln-Studio-City-CA-91604/2067377740_zpid/
"4102 W 61st St, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,990000.0,1044495,,2984,4,2.0,1099,,,,-1,23 days on Zillow,DAYS_ON,20324732,20324732,https://www.zillow.com/homedetails/4102-W-61st-St-Los-Angeles-CA-90043/20324732_zpid/
"11661 Picturesque Dr, Studio City, CA 91604",91604,SINGLE_FAMILY,FOR_SALE,House for sale,1899000.0,1970660,,7914,3,3.0,2534,,,,-1,3D Tour,3D_HOME,20028344,20028344,https://www.zillow.com/homedetails/11661-Picturesque-Dr-Studio-City-CA-91604/20028344_zpid/
"3204 1/2 W 16th Pl, Los Angeles, CA 90019",90019,TOWNHOUSE,FOR_SALE,Townhouse for sale,795000.0,799542,,3999,3,3.0,1355,,"$54,000 (Dec 2)",-54000,-1,3D Tour,3D_HOME,2067811788,2067811788,https://www.zillow.com/homedetails/3204-1-2-W-16th-Pl-Los-Angeles-CA-90019/2067811788_zpid/
"1442 W Sunset Blvd, Los Angeles, CA 90026",90026,SINGLE_FAMILY,FOR_SALE,House for sale,1499000.0,1559000,,5274,6,4.0,2090,,,,-1,24 days on Zillow,DAYS_ON,20739895,20739895,https://www.zillow.com/homedetails/1442-W-Sunset-Blvd-Los-Angeles-CA-90026/20739895_zpid/
"6525 Mary Ellen Ave, Van Nuys, CA 91401",91401,SINGLE_FAMILY,FOR_SALE,House for sale,1349000.0,1298700,,4995,4,3.0,3000,,,,-1,24 days on Zillow,DAYS_ON,20006074,20006074,https://www.zillow.com/homedetails/6525-Mary-Ellen-Ave-Van-Nuys-CA-91401/20006074_zpid/
"23427 Blythe St, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,1375000.0,1257500,,4995,4,3.0,2826,,,,-1,24 days on Zillow,DAYS_ON,19864997,19864997,https://www.zillow.com/homedetails/23427-Blythe-St-Canoga-Park-CA-91304/19864997_zpid/
"16850 Covello St, Van Nuys, CA 91406",91406,SINGLE_FAMILY,FOR_SALE,House for sale,899000.0,,,,4,3.0,2168,,"$51,000 (Dec 17)",-51000,-1,"$51,000 (Dec 17)",PRICE_REDUCTION,19964012,19964012,https://www.zillow.com/homedetails/16850-Covello-St-Van-Nuys-CA-91406/19964012_zpid/
"11912 McCune Ave, Los Angeles, CA 90066",90066,SINGLE_FAMILY,FOR_SALE,House for sale,1999000.0,,,,3,2.0,1468,,,,-1,24 days on Zillow,DAYS_ON,20448473,20448473,https://www.zillow.com/homedetails/11912-McCune-Ave-Los-Angeles-CA-90066/20448473_zpid/
"3206 Oakley Dr, Los Angeles, CA 90068",90068,SINGLE_FAMILY,FOR_SALE,House for sale,1899000.0,1951353,,8718,3,3.0,2407,,,,-1,25 days on Zillow,DAYS_ON,20044936,20044936,https://www.zillow.com/homedetails/3206-Oakley-Dr-Los-Angeles-CA-90068/20044936_zpid/
"11214 Woodley Ave, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,779000.0,816619,,3635,4,2.0,1736,,"$20,900 (Dec 17)",-20900,-1,"$20,900 (Dec 17)",PRICE_REDUCTION,20140126,20140126,https://www.zillow.com/homedetails/11214-Woodley-Ave-Granada-Hills-CA-91344/20140126_zpid/
"14257 Hubbard St, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,785000.0,841738,,3558,3,2.0,1508,,,,-1,25 days on Zillow,DAYS_ON,20071848,20071848,https://www.zillow.com/homedetails/14257-Hubbard-St-Sylmar-CA-91342/20071848_zpid/
"6194 Rodgerton Dr, Los Angeles, CA 90068",90068,SINGLE_FAMILY,FOR_SALE,House for sale,1495000.0,1608300,,5299,3,3.0,1616,,,,-1,25 days on Zillow,DAYS_ON,20806645,20806645,https://www.zillow.com/homedetails/6194-Rodgerton-Dr-Los-Angeles-CA-90068/20806645_zpid/
"9959 Westwanda Dr, Beverly Hills, CA 90210",90210,SINGLE_FAMILY,FOR_SALE,House for sale,1695000.0,1730181,,5517,2,2.0,1295,,,,-1,25 days on Zillow,DAYS_ON,20532786,20532786,https://www.zillow.com/homedetails/9959-Westwanda-Dr-Beverly-Hills-CA-90210/20532786_zpid/
"915 W 21st St, Los Angeles, CA 90007",90007,SINGLE_FAMILY,FOR_SALE,House for sale,1300000.0,1301212,,6710,5,4.0,2236,,,,-1,25 days on Zillow,DAYS_ON,20622721,20622721,https://www.zillow.com/homedetails/915-W-21st-St-Los-Angeles-CA-90007/20622721_zpid/
"2150 Malcolm Ave, Los Angeles, CA 90025",90025,SINGLE_FAMILY,FOR_SALE,House for sale,1850000.0,2036900,,5381,3,2.0,1302,,,,-1,25 days on Zillow,DAYS_ON,20501716,20501716,https://www.zillow.com/homedetails/2150-Malcolm-Ave-Los-Angeles-CA-90025/20501716_zpid/
"848 N Coronado St, Los Angeles, CA 90026",90026,SINGLE_FAMILY,FOR_SALE,House for sale,1329000.0,1333663,,3905,3,4.0,1897,,,,-1,3D Tour,3D_HOME,325797611,325797611,https://www.zillow.com/homedetails/848-N-Coronado-St-Los-Angeles-CA-90026/325797611_zpid/
"11442 Alberni Ave, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,949999.0,1004284,,4808,4,3.0,2258,,,,-1,25 days on Zillow,DAYS_ON,20082395,20082395,https://www.zillow.com/homedetails/11442-Alberni-Ave-Sylmar-CA-91342/20082395_zpid/
"20747 Tribune St, Chatsworth, CA 91311",91311,SINGLE_FAMILY,FOR_SALE,House for sale,1100000.0,1027200,,4058,4,2.0,1922,,,,-1,25 days on Zillow,DAYS_ON,20157044,20157044,https://www.zillow.com/homedetails/20747-Tribune-St-Chatsworth-CA-91311/20157044_zpid/
"8006 Keokuk Ave, Winnetka, CA 91306",91306,SINGLE_FAMILY,FOR_SALE,House for sale,949900.0,982600,,4200,4,3.0,2230,,,,-1,3D Tour,3D_HOME,19908453,19908453,https://www.zillow.com/homedetails/8006-Keokuk-Ave-Winnetka-CA-91306/19908453_zpid/
"9056 Costello Ave, Panorama City, CA 91402",91402,SINGLE_FAMILY,FOR_SALE,House for sale,675000.0,720500,,3164,3,2.0,1266,,,,-1,25 days on Zillow,DAYS_ON,20125767,20125767,https://www.zillow.com/homedetails/9056-Costello-Ave-Panorama-City-CA-91402/20125767_zpid/
"4912 S Centinela Ave, Los Angeles, CA 90066",90066,SINGLE_FAMILY,FOR_SALE,House for sale,1550000.0,1563842,,6722,3,4.0,1985,,,,-1,26 days on Zillow,DAYS_ON,20440936,20440936,https://www.zillow.com/homedetails/4912-S-Centinela-Ave-Los-Angeles-CA-90066/20440936_zpid/
"4910 S Centinela Ave, Los Angeles, CA 90066",90066,SINGLE_FAMILY,FOR_SALE,House for sale,1650000.0,1654200,,,3,4.0,,,,,-1,26 days on Zillow,DAYS_ON,2067418462,2067418462,https://www.zillow.com/homedetails/4910-S-Centinela-Ave-Los-Angeles-CA-90066/2067418462_zpid/
"4771 Don Ricardo Dr #18, Los Angeles, CA 90008",90008,TOWNHOUSE,FOR_SALE,Townhouse for sale,950000.0,995434,,4500,3,3.0,1832,,,,-1,26 days on Zillow,DAYS_ON,20577243,20577243,https://www.zillow.com/homedetails/4771-Don-Ricardo-Dr-18-Los-Angeles-CA-90008/20577243_zpid/
"11437 Curry Ave, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,798880.0,827700,,3599,4,3.0,1843,,,,-1,26 days on Zillow,DAYS_ON,20154283,20154283,https://www.zillow.com/homedetails/11437-Curry-Ave-Granada-Hills-CA-91344/20154283_zpid/
"8959 Sophia Ave, North Hills, CA 91343",91343,SINGLE_FAMILY,FOR_SALE,House for sale,975000.0,,,,3,2.0,1325,,,,-1,26 days on Zillow,DAYS_ON,20150302,20150302,https://www.zillow.com/homedetails/8959-Sophia-Ave-North-Hills-CA-91343/20150302_zpid/
"13456 Ebell St, Panorama City, CA 91402",91402,SINGLE_FAMILY,FOR_SALE,House for sale,799000.0,835906,,3864,4,3.0,1924,,,,-1,26 days on Zillow,DAYS_ON,19995505,19995505,https://www.zillow.com/homedetails/13456-Ebell-St-Panorama-City-CA-91402/19995505_zpid/
"6809 Iris Cir, Los Angeles, CA 90068",90068,SINGLE_FAMILY,FOR_SALE,House for sale,1995000.0,2093696,,8848,3,3.0,3300,,,,-1,27 days on Zillow,DAYS_ON,20804086,20804086,https://www.zillow.com/homedetails/6809-Iris-Cir-Los-Angeles-CA-90068/20804086_zpid/
"2155 Century Hl, Los Angeles, CA 90067",90067,TOWNHOUSE,FOR_SALE,Townhouse for sale,1299000.0,1314454,,7795,2,3.0,2373,,,,-1,27 days on Zillow,DAYS_ON,20510444,20510444,https://www.zillow.com/homedetails/2155-Century-Hl-Los-Angeles-CA-90067/20510444_zpid/
"4286 Perlita Ave, Los Angeles, CA 90039",90039,SINGLE_FAMILY,FOR_SALE,House for sale,1175000.0,1207474,,4058,2,3.0,1316,,,,-1,Open: Sun. 11am-4pm,OPEN_HOUSE,95591705,95591705,https://www.zillow.com/homedetails/4286-Perlita-Ave-Los-Angeles-CA-90039/95591705_zpid/
"8621 Noble Ave UNIT 3, North Hills, CA 91343",91343,SINGLE_FAMILY,FOR_SALE,House for sale,750000.0,734600,,3999,4,3.0,1907,,,,-1,27 days on Zillow,DAYS_ON,302797429,302797429,https://www.zillow.com/homedetails/8621-Noble-Ave-UNIT-3-North-Hills-CA-91343/302797429_zpid/
"4197 York Blvd, Los Angeles, CA 90065",90065,SINGLE_FAMILY,FOR_SALE,House for sale,995000.0,1245300,,3399,2,2.0,1035,,,,-1,27 days on Zillow,DAYS_ON,20764267,20764267,https://www.zillow.com/homedetails/4197-York-Blvd-Los-Angeles-CA-90065/20764267_zpid/
"13822 Graber Ave, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,899000.0,,,,4,2.0,2116,,,,-1,27 days on Zillow,DAYS_ON,20103181,20103181,https://www.zillow.com/homedetails/13822-Graber-Ave-Sylmar-CA-91342/20103181_zpid/
"22115 Halsted St, Chatsworth, CA 91311",91311,SINGLE_FAMILY,FOR_SALE,House for sale,950000.0,977100,,4355,4,2.0,2147,,,,-1,28 days on Zillow,DAYS_ON,20165379,20165379,https://www.zillow.com/homedetails/22115-Halsted-St-Chatsworth-CA-91311/20165379_zpid/
"4540 Don Quixote Dr, Los Angeles, CA 90008",90008,SINGLE_FAMILY,FOR_SALE,House for sale,1799000.0,1140800,,4012,3,2.0,1658,,"$1,000 (Nov 28)",-1000,-1,"$1,000 (Nov 28)",PRICE_REDUCTION,20577063,20577063,https://www.zillow.com/homedetails/4540-Don-Quixote-Dr-Los-Angeles-CA-90008/20577063_zpid/
"747 W 115th St, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,895000.0,903364,,3099,4,3.0,4143,,"$60,000 (Dec 13)",-60000,-1,"$60,000 (Dec 13)",PRICE_REDUCTION,20977437,20977437,https://www.zillow.com/homedetails/747-W-115th-St-Los-Angeles-CA-90044/20977437_zpid/
"13724 Cumpston St, Van Nuys, CA 91401",91401,SINGLE_FAMILY,FOR_SALE,House for sale,1849000.0,1921000,,6600,4,3.0,2436,,,,-1,29 days on Zillow,DAYS_ON,19974602,19974602,https://www.zillow.com/homedetails/13724-Cumpston-St-Van-Nuys-CA-91401/19974602_zpid/
"6569 2nd Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,879000.0,903700,,3266,4,2.0,1216,,,,-1,29 days on Zillow,DAYS_ON,20327681,20327681,https://www.zillow.com/homedetails/6569-2nd-Ave-Los-Angeles-CA-90043/20327681_zpid/
"4940 La Calandria Way, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,House for sale,1275000.0,1330000,,3750,2,2.0,2018,,,,-1,29 days on Zillow,DAYS_ON,20641418,20641418,https://www.zillow.com/homedetails/4940-La-Calandria-Way-Los-Angeles-CA-90032/20641418_zpid/
"22652 Burbank Blvd, Woodland Hills, CA 91367",91367,SINGLE_FAMILY,FOR_SALE,House for sale,979000.0,864300,,3994,3,2.0,1432,,,,-1,29 days on Zillow,DAYS_ON,19878084,19878084,https://www.zillow.com/homedetails/22652-Burbank-Blvd-Woodland-Hills-CA-91367/19878084_zpid/
"1611 W 208th St APT 3, Torrance, CA 90501",90501,TOWNHOUSE,FOR_SALE,Townhouse for sale,659900.0,682700,,3800,3,3.0,1860,,"$15,100 (Dec 13)",-15100,-1,3D Tour,3D_HOME,21268513,21268513,https://www.zillow.com/homedetails/1611-W-208th-St-APT-3-Torrance-CA-90501/21268513_zpid/
"1232 3rd Ave, Los Angeles, CA 90019",90019,SINGLE_FAMILY,FOR_SALE,House for sale,1390000.0,1431608,,4984,5,2.0,2870,,,,-1,30 days on Zillow,DAYS_ON,20605480,20605480,https://www.zillow.com/homedetails/1232-3rd-Ave-Los-Angeles-CA-90019/20605480_zpid/
"17449 Bullock St, Encino, CA 91316",91316,SINGLE_FAMILY,FOR_SALE,House for sale,1799999.0,1096900,,3054,5,4.0,2100,,,,-1,30 days on Zillow,DAYS_ON,19977719,19977719,https://www.zillow.com/homedetails/17449-Bullock-St-Encino-CA-91316/19977719_zpid/
"10521 Ruthelen St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,969000.0,986600,,5983,5,4.0,3215,,,,-1,30 days on Zillow,DAYS_ON,20963824,20963824,https://www.zillow.com/homedetails/10521-Ruthelen-St-Los-Angeles-CA-90047/20963824_zpid/
"5543 Via Marisol, Los Angeles, CA 90042",90042,SINGLE_FAMILY,FOR_SALE,House for sale,1175000.0,1349800,,4288,4,3.0,2165,,,,-1,30 days on Zillow,DAYS_ON,20686933,20686933,https://www.zillow.com/homedetails/5543-Via-Marisol-Los-Angeles-CA-90042/20686933_zpid/
"13270 Alta Vista Way, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,869999.0,898800,,4628,4,3.0,2615,,,,-1,30 days on Zillow,DAYS_ON,55821957,55821957,https://www.zillow.com/homedetails/13270-Alta-Vista-Way-Sylmar-CA-91342/55821957_zpid/
"14138 Archwood St, Van Nuys, CA 91405",91405,SINGLE_FAMILY,FOR_SALE,House for sale,699900.0,747900,,2300,2,3.0,1063,,,,-1,30 days on Zillow,DAYS_ON,68532144,68532144,https://www.zillow.com/homedetails/14138-Archwood-St-Van-Nuys-CA-91405/68532144_zpid/
"5906 Etiwanda Ave UNIT 25, Tarzana, CA 91356",91356,TOWNHOUSE,FOR_SALE,Townhouse for sale,815000.0,832273,,3229,3,3.0,1849,,,,-1,31 days on Zillow,DAYS_ON,19935760,19935760,https://www.zillow.com/homedetails/5906-Etiwanda-Ave-UNIT-25-Tarzana-CA-91356/19935760_zpid/
"1262 W 80th St, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,748000.0,776147,,2763,2,2.0,1270,,,,-1,31 days on Zillow,DAYS_ON,111919572,111919572,https://www.zillow.com/homedetails/1262-W-80th-St-Los-Angeles-CA-90044/111919572_zpid/
"14634 Magnolia Blvd #4, Sherman Oaks, CA 91403",91403,TOWNHOUSE,FOR_SALE,Townhouse for sale,774900.0,803194,,3832,2,3.0,1650,,,,-1,3D Tour,3D_HOME,89145921,89145921,https://www.zillow.com/homedetails/14634-Magnolia-Blvd-4-Sherman-Oaks-CA-91403/89145921_zpid/
"13240 Betz Blvd, Sylmar, CA 91342",91342,TOWNHOUSE,FOR_SALE,Townhouse for sale,629000.0,659000,,4500,5,4.0,1780,,,4000,-1,32 days on Zillow,DAYS_ON,250349094,250349094,https://www.zillow.com/homedetails/13240-Betz-Blvd-Sylmar-CA-91342/250349094_zpid/
"8538 Wilbur Ave, Northridge, CA 91324",91324,SINGLE_FAMILY,FOR_SALE,House for sale,1599000.0,961100,,4128,4,2.0,2259,,,,-1,32 days on Zillow,DAYS_ON,20183785,20183785,https://www.zillow.com/homedetails/8538-Wilbur-Ave-Northridge-CA-91324/20183785_zpid/
"4234 2nd Ave, Los Angeles, CA 90008",90008,SINGLE_FAMILY,FOR_SALE,House for sale,999999.0,1074800,,3761,3,2.0,1228,,"$49,901 (Nov 24)",-49901,-1,"$49,901 (Nov 24)",PRICE_REDUCTION,20574652,20574652,https://www.zillow.com/homedetails/4234-2nd-Ave-Los-Angeles-CA-90008/20574652_zpid/
"1459 W 68th St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,699000.0,719300,,2900,3,2.0,1080,,,,-1,32 days on Zillow,DAYS_ON,20935806,20935806,https://www.zillow.com/homedetails/1459-W-68th-St-Los-Angeles-CA-90047/20935806_zpid/
"5743 3rd Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,650000.0,670600,,2999,3,2.0,1248,,,,-1,32 days on Zillow,DAYS_ON,20564327,20564327,https://www.zillow.com/homedetails/5743-3rd-Ave-Los-Angeles-CA-90043/20564327_zpid/
"5043 Serrania Ave, Woodland Hills, CA 91364",91364,SINGLE_FAMILY,FOR_SALE,House for sale,975000.0,934200,,4226,3,2.0,1395,,,26000,-1,33 days on Zillow,DAYS_ON,19942132,19942132,https://www.zillow.com/homedetails/5043-Serrania-Ave-Woodland-Hills-CA-91364/19942132_zpid/
"6520 6th Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,831200.0,852500,,3528,3,3.0,2265,,,,-1,33 days on Zillow,DAYS_ON,20327778,20327778,https://www.zillow.com/homedetails/6520-6th-Ave-Los-Angeles-CA-90043/20327778_zpid/
"558 W 113th St, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,799999.0,812100,,1557,4,3.0,2034,,,,-1,33 days on Zillow,DAYS_ON,20972651,20972651,https://www.zillow.com/homedetails/558-W-113th-St-Los-Angeles-CA-90044/20972651_zpid/
"841 E 43rd Pl, Los Angeles, CA 90011",90011,SINGLE_FAMILY,FOR_SALE,House for sale,799000.0,823840,,3195,3,2.0,1700,,,,-1,3D Tour,3D_HOME,20619586,20619586,https://www.zillow.com/homedetails/841-E-43rd-Pl-Los-Angeles-CA-90011/20619586_zpid/
"1665 Veridian Ln, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,New construction,1569990.0,1594009,,,4,4.0,3337,,,1413000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2067467323,2067467323,https://www.zillow.com/homedetails/1665-Veridian-Ln-San-Pedro-CA-90732/2067467323_zpid/
"13012 Valleyheart Dr APT 6, Studio City, CA 91604",91604,TOWNHOUSE,FOR_SALE,Townhouse for sale,740000.0,763600,,4405,2,3.0,1291,,,,-1,33 days on Zillow,DAYS_ON,20029609,20029609,https://www.zillow.com/homedetails/13012-Valleyheart-Dr-APT-6-Studio-City-CA-91604/20029609_zpid/
"7554 Bellaire Ave, North Hollywood, CA 91605",91605,SINGLE_FAMILY,FOR_SALE,House for sale,1349943.0,1406100,,3717,4,2.0,1457,,,349944,-1,3D Tour,3D_HOME,19997364,19997364,https://www.zillow.com/homedetails/7554-Bellaire-Ave-North-Hollywood-CA-91605/19997364_zpid/
"16027 Dickens St, Encino, CA 91436",91436,SINGLE_FAMILY,FOR_SALE,Foreclosure,1650000.0,2113800,,9499,4,4.0,3286,,,,-1,34 days on Zillow,DAYS_ON,19991240,19991240,https://www.zillow.com/homedetails/16027-Dickens-St-Encino-CA-91436/19991240_zpid/
"27511 Dgemont Dr, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,New construction,1559990.0,1576652,,,5,5.0,3527,,,,-1,34 days on Zillow,DAYS_ON,2067473986,2067473986,https://www.zillow.com/homedetails/27511-Dgemont-Dr-San-Pedro-CA-90732/2067473986_zpid/
"2361 Belleglade Ave, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,House for sale,1084000.0,798500,,2900,4,2.0,1144,,,105000,-1,35 days on Zillow,DAYS_ON,20641423,20641423,https://www.zillow.com/homedetails/2361-Belleglade-Ave-Los-Angeles-CA-90032/20641423_zpid/
"12435 Empire Pl, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,Foreclosure,625000.0,655938,,3888,4,3.0,2087,,,,-1,36 days on Zillow,DAYS_ON,20088092,20088092,https://www.zillow.com/homedetails/12435-Empire-Pl-Pacoima-CA-91331/20088092_zpid/
"800 W 1st St APT 808, Los Angeles, CA 90012",90012,SINGLE_FAMILY,FOR_SALE,House for sale,640000.0,,,,2,2.0,1172,,"$20,000 (Dec 25)",-20000,-1,"$20,000 (Dec 25)",PRICE_REDUCTION,20625809,20625809,https://www.zillow.com/homedetails/800-W-1st-St-APT-808-Los-Angeles-CA-90012/20625809_zpid/
"7523 Darby Ave, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,999500.0,884900,,3934,5,3.0,1825,,$200 (Dec 23),-200,-1,$200 (Dec 23),PRICE_REDUCTION,19915710,19915710,https://www.zillow.com/homedetails/7523-Darby-Ave-Reseda-CA-91335/19915710_zpid/
"8553 Ventura Canyon Ave, Panorama City, CA 91402",91402,SINGLE_FAMILY,FOR_SALE,House for sale,1650000.0,1712700,,3727,3,2.0,1785,,,,-1,36 days on Zillow,DAYS_ON,20123813,20123813,https://www.zillow.com/homedetails/8553-Ventura-Canyon-Ave-Panorama-City-CA-91402/20123813_zpid/
"7911 S Denker Ave, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,New construction,775000.0,867900,,3028,4,3.0,1500,,"$74,999 (Nov 20)",-74999,-1,36 days on Zillow,DAYS_ON,20947944,20947944,https://www.zillow.com/homedetails/7911-S-Denker-Ave-Los-Angeles-CA-90047/20947944_zpid/
"11249 Gaynor Ave, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,899000.0,956382,,3558,3,2.0,1624,,,100000,-1,37 days on Zillow,DAYS_ON,20140267,20140267,https://www.zillow.com/homedetails/11249-Gaynor-Ave-Granada-Hills-CA-91344/20140267_zpid/
"141 S Mesa St, San Pedro, CA 90731",90731,SINGLE_FAMILY,FOR_SALE,House for sale,809000.0,837300,,3310,4,2.0,1344,,,,-1,37 days on Zillow,DAYS_ON,21306235,21306235,https://www.zillow.com/homedetails/141-S-Mesa-St-San-Pedro-CA-90731/21306235_zpid/
"17155 Bullock St, Encino, CA 91316",91316,SINGLE_FAMILY,FOR_SALE,House for sale,1229000.0,1138100,,4359,4,2.0,1533,,,,-1,37 days on Zillow,DAYS_ON,19977868,19977868,https://www.zillow.com/homedetails/17155-Bullock-St-Encino-CA-91316/19977868_zpid/
"3733 Rosemead Ave, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,House for sale,829900.0,850700,,2313,3,2.0,801,,"$79,600 (Dec 18)",-79600,-1,"$79,600 (Dec 18)",PRICE_REDUCTION,20690198,20690198,https://www.zillow.com/homedetails/3733-Rosemead-Ave-Los-Angeles-CA-90032/20690198_zpid/
"7134 W 91st St, Los Angeles, CA 90045",90045,SINGLE_FAMILY,FOR_SALE,House for sale,1449000.0,1559400,,5551,3,2.0,1734,,,1304100,-1,37 days on Zillow,DAYS_ON,20389108,20389108,https://www.zillow.com/homedetails/7134-W-91st-St-Los-Angeles-CA-90045/20389108_zpid/
"4419 Radium Dr, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,House for sale,700000.0,712600,,2999,3,3.0,1155,,,-10000,-1,37 days on Zillow,DAYS_ON,20638041,20638041,https://www.zillow.com/homedetails/4419-Radium-Dr-Los-Angeles-CA-90032/20638041_zpid/
"2678 Woodstock Rd, Los Angeles, CA 90046",90046,SINGLE_FAMILY,FOR_SALE,House for sale,1850000.0,1963600,,9499,3,3.0,2288,,,,-1,37 days on Zillow,DAYS_ON,20802881,20802881,https://www.zillow.com/homedetails/2678-Woodstock-Rd-Los-Angeles-CA-90046/20802881_zpid/
"6111 Will Rogers St, Los Angeles, CA 90045",90045,SINGLE_FAMILY,FOR_SALE,House for sale,1230000.0,1287079,,3497,3,3.0,2191,,,,-1,37 days on Zillow,DAYS_ON,20389889,20389889,https://www.zillow.com/homedetails/6111-Will-Rogers-St-Los-Angeles-CA-90045/20389889_zpid/
"6430 S Victoria Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,699000.0,714886,,3027,3,2.0,1100,,,,-1,3D Tour,3D_HOME,82231170,82231170,https://www.zillow.com/homedetails/6430-S-Victoria-Ave-Los-Angeles-CA-90043/82231170_zpid/
