address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,price_reduction,price_increase,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"2864 Sunset Pl APT 406, Los Angeles, CA 90005",90005,TOWNHOUSE,FOR_SALE,Townhouse for sale,692000.0,692002,,3134,2,2.0,1260,,,,-1,3D Tour,3D_HOME,82879267,82879267,https://www.zillow.com/homedetails/2864-Sunset-Pl-APT-406-Los-Angeles-CA-90005/82879267_zpid/
"13439 W Magnolia Blvd, Sherman Oaks, CA 91423",91423,SINGLE_FAMILY,FOR_SALE,House for sale,1200000.0,,,,4,3.0,1452,,"$149,000 (Dec 25)",-149000,-1,Open: Mon. 2-4pm,OPEN_HOUSE,2067255929,2067255929,https://www.zillow.com/homedetails/13439-W-Magnolia-Blvd-Sherman-Oaks-CA-91423/2067255929_zpid/
"7501 La Salle Ave, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,749500.0,771514,,3200,3,2.0,1359,,,,-1,15 days on Zillow,DAYS_ON,20938120,20938120,https://www.zillow.com/homedetails/7501-La-Salle-Ave-Los-Angeles-CA-90047/20938120_zpid/
"15147 Otsego St, Sherman Oaks, CA 91403",91403,SINGLE_FAMILY,FOR_SALE,House for sale,1750000.0,1784041,,8778,5,5.0,2811,,,,-1,15 days on Zillow,DAYS_ON,19981950,19981950,https://www.zillow.com/homedetails/15147-Otsego-St-Sherman-Oaks-CA-91403/19981950_zpid/
"13111 Kittridge St, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,899550.0,964900,,3994,3,2.0,1717,,,,-1,15 days on Zillow,DAYS_ON,20005935,20005935,https://www.zillow.com/homedetails/13111-Kittridge-St-North-Hollywood-CA-91606/20005935_zpid/
"845 W 104th St, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,679000.0,700537,,2949,3,2.0,1068,,,,-1,15 days on Zillow,DAYS_ON,20965144,20965144,https://www.zillow.com/homedetails/845-W-104th-St-Los-Angeles-CA-90044/20965144_zpid/
"2731 Michigan Ave, Los Angeles, CA 90033",90033,SINGLE_FAMILY,FOR_SALE,House for sale,500000.0,523800,,2882,3,2.0,1190,,,,-1,15 days on Zillow,DAYS_ON,20632073,20632073,https://www.zillow.com/homedetails/2731-Michigan-Ave-Los-Angeles-CA-90033/20632073_zpid/
"2147 N Eastern Ave, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,House for sale,799988.0,824300,,3864,4,2.0,1740,,,,-1,15 days on Zillow,DAYS_ON,20640890,20640890,https://www.zillow.com/homedetails/2147-N-Eastern-Ave-Los-Angeles-CA-90032/20640890_zpid/
"4621 Romberg Pl, Woodland Hills, CA 91364",91364,SINGLE_FAMILY,FOR_SALE,House for sale,1399999.0,1478500,,7928,5,4.0,2905,,,,-1,15 days on Zillow,DAYS_ON,19899314,19899314,https://www.zillow.com/homedetails/4621-Romberg-Pl-Woodland-Hills-CA-91364/19899314_zpid/
"8775 Katherine Ave, Panorama City, CA 91402",91402,SINGLE_FAMILY,FOR_SALE,House for sale,650000.0,692400,,3800,3,2.0,1662,,,,-1,15 days on Zillow,DAYS_ON,20125319,20125319,https://www.zillow.com/homedetails/8775-Katherine-Ave-Panorama-City-CA-91402/20125319_zpid/
"5631 Murray Ln, Los Angeles, CA 90016",90016,SINGLE_FAMILY,FOR_SALE,House for sale,1575000.0,,,,3,5.0,2614,,,,-1,15 days on Zillow,DAYS_ON,2067263408,2067263408,https://www.zillow.com/homedetails/5631-Murray-Ln-Los-Angeles-CA-90016/2067263408_zpid/
"6535 Mary Ellen Ave, Van Nuys, CA 91401",91401,SINGLE_FAMILY,FOR_SALE,House for sale,877000.0,945300,,3055,2,2.0,1286,,,,-1,3D Tour,3D_HOME,20006072,20006072,https://www.zillow.com/homedetails/6535-Mary-Ellen-Ave-Van-Nuys-CA-91401/20006072_zpid/
"650 Wilcox Ave, Los Angeles, CA 90004",90004,TOWNHOUSE,FOR_SALE,Townhouse for sale,1198000.0,1209804,,4400,3,3.0,1702,,,,-1,3D Tour,3D_HOME,20782423,20782423,https://www.zillow.com/homedetails/650-Wilcox-Ave-Los-Angeles-CA-90004/20782423_zpid/
"5915 Alcove Ave, Valley Village, CA 91607",91607,SINGLE_FAMILY,FOR_SALE,House for sale,1249950.0,1339600,,4500,3,3.0,1664,,,,-1,16 days on Zillow,DAYS_ON,20013947,20013947,https://www.zillow.com/homedetails/5915-Alcove-Ave-Valley-Village-CA-91607/20013947_zpid/
"6523 Lexington Ave, Los Angeles, CA 90038",90038,SINGLE_FAMILY,FOR_SALE,House for sale,1249000.0,,,,2,4.0,1767,,,,-1,16 days on Zillow,DAYS_ON,2067289674,2067289674,https://www.zillow.com/homedetails/6523-Lexington-Ave-Los-Angeles-CA-90038/2067289674_zpid/
"19043 Wyandotte St, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,849000.0,910653,,3615,3,2.0,1578,,,,-1,16 days on Zillow,DAYS_ON,19905541,19905541,https://www.zillow.com/homedetails/19043-Wyandotte-St-Reseda-CA-91335/19905541_zpid/
"1739 S Barrington Ave, Los Angeles, CA 90025",90025,SINGLE_FAMILY,FOR_SALE,House for sale,1689000.0,1686777,,7994,4,4.0,2498,,,,-1,16 days on Zillow,DAYS_ON,120774693,120774693,https://www.zillow.com/homedetails/1739-S-Barrington-Ave-Los-Angeles-CA-90025/120774693_zpid/
"5120 Wiota St, Los Angeles, CA 90041",90041,SINGLE_FAMILY,FOR_SALE,House for sale,899000.0,952900,,3494,2,2.0,1188,,,,-1,16 days on Zillow,DAYS_ON,20853563,20853563,https://www.zillow.com/homedetails/5120-Wiota-St-Los-Angeles-CA-90041/20853563_zpid/
"649 E 52nd St, Los Angeles, CA 90011",90011,SINGLE_FAMILY,FOR_SALE,House for sale,649999.0,670600,,2499,3,2.0,1154,,,,-1,16 days on Zillow,DAYS_ON,20613139,20613139,https://www.zillow.com/homedetails/649-E-52nd-St-Los-Angeles-CA-90011/20613139_zpid/
"907 Manzanita St, Los Angeles, CA 90029",90029,SINGLE_FAMILY,FOR_SALE,House for sale,1499000.0,1548900,,4900,4,2.0,2200,,,,-1,16 days on Zillow,DAYS_ON,20745455,20745455,https://www.zillow.com/homedetails/907-Manzanita-St-Los-Angeles-CA-90029/20745455_zpid/
"8012 Kittyhawk Ave, Los Angeles, CA 90045",90045,SINGLE_FAMILY,FOR_SALE,House for sale,1295000.0,1305400,,3999,3,2.0,1190,,,,-1,16 days on Zillow,DAYS_ON,20379277,20379277,https://www.zillow.com/homedetails/8012-Kittyhawk-Ave-Los-Angeles-CA-90045/20379277_zpid/
"5042 Vincent Ave, Los Angeles, CA 90041",90041,SINGLE_FAMILY,FOR_SALE,House for sale,1099000.0,1317300,,4749,3,2.0,1598,,,,-1,3D Tour,3D_HOME,20852319,20852319,https://www.zillow.com/homedetails/5042-Vincent-Ave-Los-Angeles-CA-90041/20852319_zpid/
"1056 W Gage Ave, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,775000.0,789200,,3300,4,2.0,1767,,,,-1,16 days on Zillow,DAYS_ON,20928456,20928456,https://www.zillow.com/homedetails/1056-W-Gage-Ave-Los-Angeles-CA-90044/20928456_zpid/
"15715 Index St, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,890900.0,942700,,3558,4,2.0,1530,,,,-1,16 days on Zillow,DAYS_ON,20139010,20139010,https://www.zillow.com/homedetails/15715-Index-St-Granada-Hills-CA-91344/20139010_zpid/
"3544 Verdugo Vista Ter, Los Angeles, CA 90065",90065,SINGLE_FAMILY,FOR_SALE,House for sale,1330000.0,1507600,,4300,3,2.0,1626,,,,-1,16 days on Zillow,DAYS_ON,20763972,20763972,https://www.zillow.com/homedetails/3544-Verdugo-Vista-Ter-Los-Angeles-CA-90065/20763972_zpid/
"20650 Stagg St, Winnetka, CA 91306",91306,SINGLE_FAMILY,FOR_SALE,House for sale,975000.0,1033007,,4500,3,3.0,2550,,,,-1,17 days on Zillow,DAYS_ON,19909331,19909331,https://www.zillow.com/homedetails/20650-Stagg-St-Winnetka-CA-91306/19909331_zpid/
"Residence 3337 Plan, The Estates at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1569990.0,,,2870,4,3.0,3337,,"$26,000 (Nov 26)",-26000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2068704292,2068704292,https://www.zillow.com/community/estates-at-ponte-vista/2068704292_zpid/
"3417 4th Ave, Los Angeles, CA 90018",90018,SINGLE_FAMILY,FOR_SALE,House for sale,850000.0,887500,,4498,3,2.0,2422,,,,-1,17 days on Zillow,DAYS_ON,20586096,20586096,https://www.zillow.com/homedetails/3417-4th-Ave-Los-Angeles-CA-90018/20586096_zpid/
"14647 Polk St, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,699999.0,657000,,2999,3,3.0,1116,,,,-1,17 days on Zillow,DAYS_ON,20070087,20070087,https://www.zillow.com/homedetails/14647-Polk-St-Sylmar-CA-91342/20070087_zpid/
"2152 Stonewood Ct, San Pedro, CA 90732",90732,TOWNHOUSE,FOR_SALE,Townhouse for sale,659000.0,684000,,2981,2,3.0,1351,,,,-1,17 days on Zillow,DAYS_ON,21301832,21301832,https://www.zillow.com/homedetails/2152-Stonewood-Ct-San-Pedro-CA-90732/21301832_zpid/
"1562 S Ogden Dr, Los Angeles, CA 90019",90019,SINGLE_FAMILY,FOR_SALE,House for sale,1680000.0,1795000,,7294,4,3.0,3293,,,,-1,17 days on Zillow,DAYS_ON,20600119,20600119,https://www.zillow.com/homedetails/1562-S-Ogden-Dr-Los-Angeles-CA-90019/20600119_zpid/
"7028 Park Manor Ave, North Hollywood, CA 91605",91605,SINGLE_FAMILY,FOR_SALE,House for sale,785000.0,832099,,3640,3,2.0,1439,,,,-1,3D Tour,3D_HOME,20006871,20006871,https://www.zillow.com/homedetails/7028-Park-Manor-Ave-North-Hollywood-CA-91605/20006871_zpid/
"2411 S Patton Ave, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,House for sale,1350000.0,1435900,,4544,3,3.0,2362,,,,-1,17 days on Zillow,DAYS_ON,21310697,21310697,https://www.zillow.com/homedetails/2411-S-Patton-Ave-San-Pedro-CA-90732/21310697_zpid/
"9704 Sunland Blvd, Sunland, CA 91040",91040,SINGLE_FAMILY,FOR_SALE,House for sale,689000.0,,,,2,2.0,954,,,,-1,17 days on Zillow,DAYS_ON,20089499,20089499,https://www.zillow.com/homedetails/9704-Sunland-Blvd-Sunland-CA-91040/20089499_zpid/
"12517 Terra Bella St, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,House for sale,725000.0,758800,,4914,5,3.0,2410,,,,-1,17 days on Zillow,DAYS_ON,20087388,20087388,https://www.zillow.com/homedetails/12517-Terra-Bella-St-Pacoima-CA-91331/20087388_zpid/
"1646 W 59th St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,595000.0,613873,,2884,5,4.0,1565,,,,-1,18 days on Zillow,DAYS_ON,20927147,20927147,https://www.zillow.com/homedetails/1646-W-59th-St-Los-Angeles-CA-90047/20927147_zpid/
"4731 Larkwood Ave, Woodland Hills, CA 91364",91364,SINGLE_FAMILY,FOR_SALE,House for sale,1349000.0,1400992,,4949,4,2.0,2027,,,100000,-1,3D Tour,3D_HOME,19898620,19898620,https://www.zillow.com/homedetails/4731-Larkwood-Ave-Woodland-Hills-CA-91364/19898620_zpid/
"19945 Gresham St, Northridge, CA 91324",91324,SINGLE_FAMILY,FOR_SALE,House for sale,799999.0,845055,,3899,3,2.0,1986,,,,-1,18 days on Zillow,DAYS_ON,20182314,20182314,https://www.zillow.com/homedetails/19945-Gresham-St-Northridge-CA-91324/20182314_zpid/
"1722 Amherst Ave, Los Angeles, CA 90025",90025,SINGLE_FAMILY,FOR_SALE,House for sale,1549000.0,1699500,,5528,3,2.0,1622,,,,-1,18 days on Zillow,DAYS_ON,20464303,20464303,https://www.zillow.com/homedetails/1722-Amherst-Ave-Los-Angeles-CA-90025/20464303_zpid/
"13234 Fiji Way UNIT G, Los Angeles, CA 90292",90292,TOWNHOUSE,FOR_SALE,Townhouse for sale,1199999.0,1218129,,5088,2,3.0,1932,,,99,-1,18 days on Zillow,DAYS_ON,20442250,20442250,https://www.zillow.com/homedetails/13234-Fiji-Way-UNIT-G-Los-Angeles-CA-90292/20442250_zpid/
"9846 Yoakum Dr, Beverly Hills, CA 90210",90210,SINGLE_FAMILY,FOR_SALE,House for sale,1595000.0,1704600,,6210,3,3.0,1515,,,,-1,18 days on Zillow,DAYS_ON,20532642,20532642,https://www.zillow.com/homedetails/9846-Yoakum-Dr-Beverly-Hills-CA-90210/20532642_zpid/
"5701 Winnetka Ave, Woodland Hills, CA 91367",91367,SINGLE_FAMILY,FOR_SALE,House for sale,840000.0,892600,,5994,3,3.0,2336,,,,-1,18 days on Zillow,DAYS_ON,19931582,19931582,https://www.zillow.com/homedetails/5701-Winnetka-Ave-Woodland-Hills-CA-91367/19931582_zpid/
"13911 Del Sur St, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,House for sale,689999.0,732400,,3308,3,2.0,1404,,,,-1,18 days on Zillow,DAYS_ON,20113931,20113931,https://www.zillow.com/homedetails/13911-Del-Sur-St-Pacoima-CA-91331/20113931_zpid/
"18601 Citronia St, Northridge, CA 91324",91324,SINGLE_FAMILY,FOR_SALE,House for sale,1050000.0,1090300,,4500,4,3.0,2255,,,,-1,18 days on Zillow,DAYS_ON,20176332,20176332,https://www.zillow.com/homedetails/18601-Citronia-St-Northridge-CA-91324/20176332_zpid/
"17527 Burton St, Northridge, CA 91325",91325,SINGLE_FAMILY,FOR_SALE,House for sale,749950.0,804200,,3300,3,2.0,1318,,,,-1,18 days on Zillow,DAYS_ON,19951919,19951919,https://www.zillow.com/homedetails/17527-Burton-St-Northridge-CA-91325/19951919_zpid/
"6666 Shadygrove St, Tujunga, CA 91042",91042,SINGLE_FAMILY,FOR_SALE,House for sale,949000.0,1054500,,4573,4,3.0,1964,,,,-1,18 days on Zillow,DAYS_ON,20097998,20097998,https://www.zillow.com/homedetails/6666-Shadygrove-St-Tujunga-CA-91042/20097998_zpid/
"15056 Valley Vista Blvd, Sherman Oaks, CA 91403",91403,SINGLE_FAMILY,FOR_SALE,House for sale,1399000.0,1480850,,5994,2,3.0,2023,,,,-1,18 days on Zillow,DAYS_ON,19989211,19989211,https://www.zillow.com/homedetails/15056-Valley-Vista-Blvd-Sherman-Oaks-CA-91403/19989211_zpid/
"2424 Laurel Pass Ave, Los Angeles, CA 90046",90046,SINGLE_FAMILY,FOR_SALE,House for sale,900000.0,,,,4,2.0,1479,,,,-1,18 days on Zillow,DAYS_ON,2067339085,2067339085,https://www.zillow.com/homedetails/2424-Laurel-Pass-Ave-Los-Angeles-CA-90046/2067339085_zpid/
"2515 3rd Ave, Los Angeles, CA 90018",90018,SINGLE_FAMILY,FOR_SALE,House for sale,1499000.0,1538686,,6699,4,4.0,2198,,,,-1,18 days on Zillow,DAYS_ON,20595135,20595135,https://www.zillow.com/homedetails/2515-3rd-Ave-Los-Angeles-CA-90018/20595135_zpid/
"2339 Loy Ln, Los Angeles, CA 90041",90041,SINGLE_FAMILY,FOR_SALE,House for sale,1100000.0,1319400,,4427,3,2.0,1425,,,,-1,18 days on Zillow,DAYS_ON,20849328,20849328,https://www.zillow.com/homedetails/2339-Loy-Ln-Los-Angeles-CA-90041/20849328_zpid/
"3995 Dublin Ave, Los Angeles, CA 90008",90008,SINGLE_FAMILY,FOR_SALE,House for sale,1350000.0,1220800,,4126,3,2.0,1699,,,,-1,18 days on Zillow,DAYS_ON,20579834,20579834,https://www.zillow.com/homedetails/3995-Dublin-Ave-Los-Angeles-CA-90008/20579834_zpid/
"21930 Valerio St APT 1, Canoga Park, CA 91303",91303,TOWNHOUSE,FOR_SALE,Townhouse for sale,560000.0,590500,,2999,3,3.0,1333,,,,-1,18 days on Zillow,DAYS_ON,89664967,89664967,https://www.zillow.com/homedetails/21930-Valerio-St-APT-1-Canoga-Park-CA-91303/89664967_zpid/
"1330 W 27th Dr, San Pedro, CA 90731",90731,SINGLE_FAMILY,FOR_SALE,House for sale,1015000.0,1062343,,3234,3,2.0,1049,,,,-1,19 days on Zillow,DAYS_ON,21315064,21315064,https://www.zillow.com/homedetails/1330-W-27th-Dr-San-Pedro-CA-90731/21315064_zpid/
"4421 Alla Rd UNIT 9, Marina Del Rey, CA 90292",90292,TOWNHOUSE,FOR_SALE,Townhouse for sale,1399000.0,1404900,,5263,2,3.0,1912,,,,-1,19 days on Zillow,DAYS_ON,20435500,20435500,https://www.zillow.com/homedetails/4421-Alla-Rd-UNIT-9-Marina-Del-Rey-CA-90292/20435500_zpid/
"8357 Outland View Dr, Sun Valley, CA 91352",91352,SINGLE_FAMILY,FOR_SALE,House for sale,898000.0,845900,,3599,3,2.0,1387,,"$27,000 (Dec 7)",-27000,-1,"$27,000 (Dec 7)",PRICE_REDUCTION,20035399,20035399,https://www.zillow.com/homedetails/8357-Outland-View-Dr-Sun-Valley-CA-91352/20035399_zpid/
"7311 Darby Pl, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,New construction,1195000.0,1215713,,4900,5,3.0,2728,,,20000,-1,3D Tour,3D_HOME,19915746,19915746,https://www.zillow.com/homedetails/7311-Darby-Pl-Reseda-CA-91335/19915746_zpid/
"13473 Kagel Canyon St, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,House for sale,649900.0,796900,,3674,3,2.0,2049,,"$149,100 (Dec 24)",-149100,-1,"$149,100 (Dec 24)",PRICE_REDUCTION,20116448,20116448,https://www.zillow.com/homedetails/13473-Kagel-Canyon-St-Pacoima-CA-91331/20116448_zpid/
"20841 Strathern St, Winnetka, CA 91306",91306,SINGLE_FAMILY,FOR_SALE,House for sale,1049900.0,1099307,,4558,4,4.0,2283,,,,-1,19 days on Zillow,DAYS_ON,19909460,19909460,https://www.zillow.com/homedetails/20841-Strathern-St-Winnetka-CA-91306/19909460_zpid/
"5630 Raber St, Los Angeles, CA 90042",90042,SINGLE_FAMILY,FOR_SALE,House for sale,925000.0,1115200,,2799,3,2.0,724,,,75000,-1,19 days on Zillow,DAYS_ON,20770860,20770860,https://www.zillow.com/homedetails/5630-Raber-St-Los-Angeles-CA-90042/20770860_zpid/
"13625 Califa St, Van Nuys, CA 91401",91401,SINGLE_FAMILY,FOR_SALE,House for sale,1359000.0,1340900,,4675,8,7.0,1940,,,,-1,19 days on Zillow,DAYS_ON,20014358,20014358,https://www.zillow.com/homedetails/13625-Califa-St-Van-Nuys-CA-91401/20014358_zpid/
"1443 W G St, Wilmington, CA 90744",90744,SINGLE_FAMILY,FOR_SALE,House for sale,649000.0,670800,,2949,3,2.0,1011,,,,-1,19 days on Zillow,DAYS_ON,21291854,21291854,https://www.zillow.com/homedetails/1443-W-G-St-Wilmington-CA-90744/21291854_zpid/
"1509 W 52nd St, Los Angeles, CA 90062",90062,SINGLE_FAMILY,FOR_SALE,House for sale,550000.0,571400,,1399,3,2.0,1266,,,,-1,19 days on Zillow,DAYS_ON,20562267,20562267,https://www.zillow.com/homedetails/1509-W-52nd-St-Los-Angeles-CA-90062/20562267_zpid/
"4263 Lyceum Ave, Los Angeles, CA 90066",90066,SINGLE_FAMILY,FOR_SALE,House for sale,1450000.0,1451201,,4595,3,2.0,1327,,,,-1,19 days on Zillow,DAYS_ON,20445662,20445662,https://www.zillow.com/homedetails/4263-Lyceum-Ave-Los-Angeles-CA-90066/20445662_zpid/
"13122 Hoyt St, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,Coming soon,638950.0,662800,,3195,3,3.0,1273,,,,-1,20 days on Zillow,DAYS_ON,20086761,20086761,https://www.zillow.com/homedetails/13122-Hoyt-St-Pacoima-CA-91331/20086761_zpid/
"6550 W 84th St, Los Angeles, CA 90045",90045,SINGLE_FAMILY,FOR_SALE,House for sale,1465000.0,1502949,,4524,5,5.0,3000,,,,-1,20 days on Zillow,DAYS_ON,20381179,20381179,https://www.zillow.com/homedetails/6550-W-84th-St-Los-Angeles-CA-90045/20381179_zpid/
"8127 March Ave, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,1375000.0,1424200,,4699,3,3.0,2315,,,,-1,20 days on Zillow,DAYS_ON,19865138,19865138,https://www.zillow.com/homedetails/8127-March-Ave-Canoga-Park-CA-91304/19865138_zpid/
"11068 Penrose St, Sun Valley, CA 91352",91352,SINGLE_FAMILY,FOR_SALE,House for sale,789000.0,842200,,3011,3,2.0,1335,,,,-1,20 days on Zillow,DAYS_ON,20037461,20037461,https://www.zillow.com/homedetails/11068-Penrose-St-Sun-Valley-CA-91352/20037461_zpid/
"3206 W 27th St, Los Angeles, CA 90018",90018,SINGLE_FAMILY,FOR_SALE,House for sale,929000.0,959000,,4495,5,3.0,2441,,"$51,000 (Dec 6)",-51000,-1,"$51,000 (Dec 6)",PRICE_REDUCTION,20591044,20591044,https://www.zillow.com/homedetails/3206-W-27th-St-Los-Angeles-CA-90018/20591044_zpid/
"4326 Pampas Rd, Woodland Hills, CA 91364",91364,SINGLE_FAMILY,FOR_SALE,House for sale,1595000.0,1290100,,4949,4,2.0,2070,,,,-1,20 days on Zillow,DAYS_ON,19951413,19951413,https://www.zillow.com/homedetails/4326-Pampas-Rd-Woodland-Hills-CA-91364/19951413_zpid/
"11740 Doral Ave, Porter Ranch, CA 91326",91326,SINGLE_FAMILY,FOR_SALE,House for sale,1999999.0,1220600,,4500,4,3.0,2276,,,,-1,20 days on Zillow,DAYS_ON,20199810,20199810,https://www.zillow.com/homedetails/11740-Doral-Ave-Porter-Ranch-CA-91326/20199810_zpid/
"9824 Sunland Blvd, Sunland, CA 91040",91040,SINGLE_FAMILY,FOR_SALE,House for sale,1190000.0,1239900,,5289,3,3.0,2122,,,,-1,20 days on Zillow,DAYS_ON,20090217,20090217,https://www.zillow.com/homedetails/9824-Sunland-Blvd-Sunland-CA-91040/20090217_zpid/
"4604 Dunman Ave, Woodland Hills, CA 91364",91364,SINGLE_FAMILY,FOR_SALE,House for sale,1890000.0,1160100,,2350,4,4.0,3873,,,140000,-1,20 days on Zillow,DAYS_ON,19899338,19899338,https://www.zillow.com/homedetails/4604-Dunman-Ave-Woodland-Hills-CA-91364/19899338_zpid/
"17230 Raymer St, Northridge, CA 91325",91325,SINGLE_FAMILY,FOR_SALE,House for sale,1995000.0,,,,4,4.0,2408,,,,-1,20 days on Zillow,DAYS_ON,20151790,20151790,https://www.zillow.com/homedetails/17230-Raymer-St-Northridge-CA-91325/20151790_zpid/
"5127 S Victoria Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,1213310.0,1262944,,2999,3,2.0,1508,,,114310,-1,21 days on Zillow,DAYS_ON,20567755,20567755,https://www.zillow.com/homedetails/5127-S-Victoria-Ave-Los-Angeles-CA-90043/20567755_zpid/
"18652 Keswick St, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,825000.0,883400,,3962,4,2.0,1578,,,,-1,22 days on Zillow,DAYS_ON,19904524,19904524,https://www.zillow.com/homedetails/18652-Keswick-St-Reseda-CA-91335/19904524_zpid/
"5052 Cahuenga Blvd, North Hollywood, CA 91601",91601,TOWNHOUSE,FOR_SALE,Townhouse for sale,880000.0,912732,,3800,3,3.0,1540,,,,-1,22 days on Zillow,DAYS_ON,81960755,81960755,https://www.zillow.com/homedetails/5052-Cahuenga-Blvd-North-Hollywood-CA-91601/81960755_zpid/
"22313 Hartland St, Canoga Park, CA 91303",91303,SINGLE_FAMILY,FOR_SALE,House for sale,999900.0,1038300,,3599,5,3.0,2036,,,,-1,22 days on Zillow,DAYS_ON,19868596,19868596,https://www.zillow.com/homedetails/22313-Hartland-St-Canoga-Park-CA-91303/19868596_zpid/
"4536 Sunnyslope Ave, Sherman Oaks, CA 91423",91423,SINGLE_FAMILY,FOR_SALE,House for sale,1599000.0,1753600,,5497,3,3.0,2000,,"$56,000 (Dec 21)",-56000,-1,"$56,000 (Dec 21)",PRICE_REDUCTION,20022846,20022846,https://www.zillow.com/homedetails/4536-Sunnyslope-Ave-Sherman-Oaks-CA-91423/20022846_zpid/
"11590 Welk Ave, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,House for sale,599000.0,642300,,3149,3,2.0,1300,,,,-1,22 days on Zillow,DAYS_ON,20086110,20086110,https://www.zillow.com/homedetails/11590-Welk-Ave-Pacoima-CA-91331/20086110_zpid/
"22259 Kittridge St, Woodland Hills, CA 91303",91303,SINGLE_FAMILY,FOR_SALE,House for sale,1100000.0,972500,,3767,4,2.0,2006,,,,-1,22 days on Zillow,DAYS_ON,19928295,19928295,https://www.zillow.com/homedetails/22259-Kittridge-St-Woodland-Hills-CA-91303/19928295_zpid/
"3965 1/2 Paige St, Los Angeles, CA 90031",90031,SINGLE_FAMILY,FOR_SALE,House for sale,1099000.0,1132400,,3899,4,3.0,1687,,,,-1,22 days on Zillow,DAYS_ON,82830371,82830371,https://www.zillow.com/homedetails/3965-1-2-Paige-St-Los-Angeles-CA-90031/82830371_zpid/
"1215 N Garbo Ln, Los Angeles, CA 90038",90038,SINGLE_FAMILY,FOR_SALE,House for sale,1399000.0,1399004,,6984,4,4.0,2338,,,,-1,22 days on Zillow,DAYS_ON,119679710,119679710,https://www.zillow.com/homedetails/1215-N-Garbo-Ln-Los-Angeles-CA-90038/119679710_zpid/
"3107 Council St, Los Angeles, CA 90026",90026,SINGLE_FAMILY,FOR_SALE,House for sale,799000.0,817159,,3200,2,2.0,842,,,,-1,23 days on Zillow,DAYS_ON,20627189,20627189,https://www.zillow.com/homedetails/3107-Council-St-Los-Angeles-CA-90026/20627189_zpid/
"22041 Runnymede St, Canoga Park, CA 91303",91303,SINGLE_FAMILY,FOR_SALE,House for sale,829000.0,701500,,2810,3,2.0,1476,,"$20,000 (Dec 17)",-20000,-1,3D Tour,3D_HOME,19867061,19867061,https://www.zillow.com/homedetails/22041-Runnymede-St-Canoga-Park-CA-91303/19867061_zpid/
"5317 Coldwater Canyon Ave APT D, Van Nuys, CA 91401",91401,TOWNHOUSE,FOR_SALE,Townhouse for sale,774950.0,801500,,3800,3,3.0,1635,,,,-1,23 days on Zillow,DAYS_ON,20015706,20015706,https://www.zillow.com/homedetails/5317-Coldwater-Canyon-Ave-APT-D-Van-Nuys-CA-91401/20015706_zpid/
"7518 Amigo Ave, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,899950.0,813300,,2849,5,3.0,2080,,,,-1,23 days on Zillow,DAYS_ON,19915010,19915010,https://www.zillow.com/homedetails/7518-Amigo-Ave-Reseda-CA-91335/19915010_zpid/
"11620 Colfax Meadow Ln, Studio City, CA 91604",91604,SINGLE_FAMILY,FOR_SALE,New construction,1599900.0,1609400,,,3,4.0,2250,,,4900,-1,Open: Sun. 1-4pm,OPEN_HOUSE,2067373545,2067373545,https://www.zillow.com/homedetails/11620-Colfax-Meadow-Ln-Studio-City-CA-91604/2067373545_zpid/
"6341 Bryn Mawr Dr, Los Angeles, CA 90068",90068,SINGLE_FAMILY,FOR_SALE,House for sale,1599999.0,1719900,,4800,2,2.0,1256,,,,-1,23 days on Zillow,DAYS_ON,20804269,20804269,https://www.zillow.com/homedetails/6341-Bryn-Mawr-Dr-Los-Angeles-CA-90068/20804269_zpid/
