address,zipcode,type,status,other_status,price,last_sold_price,tax_assessed_value,tax_assessed_year,mortgage_rate,propert_tax_rate,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"1603 Regan Ave, Orlando, FL 32807",32807,SINGLE_FAMILY,FOR_SALE,House for sale,189900.0,179900,78343,2018,4.062,1.09,185288,185288,1225,3,2.0,1012,1946,,242,242 days on Zillow,DAYS_ON,46183274,46183274,https://www.zillow.com/homedetails/1603-Regan-Ave-Orlando-FL-32807/46183274_zpid/
"5156 Conroy Rd # 37, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,150000.0,71100,94000,2018,4.062,1.09,147130,147130,1400,3,2.0,1237,1988,,247,247 days on Zillow,DAYS_ON,71009635,71009635,https://www.zillow.com/homedetails/5156-Conroy-Rd-37-Orlando-FL-32811/71009635_zpid/
"5978 Village Cir, Orlando, FL 32822",32822,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,81199.0,90000,43800,2018,4.681,1.09,81199,81199,950,1,,626,1977,,248,248 days on Zillow,DAYS_ON,46050555,46050555,https://www.zillow.com/homedetails/5978-Village-Cir-Orlando-FL-32822/46050555_zpid/
"4315 Spartan Dr, Orlando, FL 32822",32822,MANUFACTURED,PRE_FORECLOSURE,Pre-foreclosure,160256.0,,87345,2018,4.062,1.09,160256,160256,1495,3,2.0,,2008,,249,249 days on Zillow,DAYS_ON,46128448,46128448,https://www.zillow.com/homedetails/4315-Spartan-Dr-Orlando-FL-32822/46128448_zpid/
"4587 Lemans Dr, Orlando, FL 32808",32808,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,167038.0,172000,100342,2018,4.062,1.09,167038,167038,1408,3,2.0,1236,1973,,250,250 days on Zillow,DAYS_ON,46067626,46067626,https://www.zillow.com/homedetails/4587-Lemans-Dr-Orlando-FL-32808/46067626_zpid/
"3960 Southpointe Dr APT 502, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,135000.0,67000,86700,2018,4.062,1.09,129160,129160,1300,2,2.0,1045,1998,,250,250 days on Zillow,DAYS_ON,46096740,46096740,https://www.zillow.com/homedetails/3960-Southpointe-Dr-APT-502-Orlando-FL-32822/46096740_zpid/
"3392 Westchester Square Blvd APT 201, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,160000.0,233000,107600,2018,4.062,1.09,156716,156716,1595,3,2.0,1435,2000,,253,253 days on Zillow,DAYS_ON,64576864,64576864,https://www.zillow.com/homedetails/3392-Westchester-Square-Blvd-APT-201-Orlando-FL-32835/64576864_zpid/
"4512 Commander Dr APT 1722, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,132000.0,90000,67200,2018,4.062,1.09,127354,127354,1200,2,2.0,1101,1990,"$3,000 (Oct 22)",255,"$3,000 (Oct 22)",PRICE_REDUCTION,71092726,71092726,https://www.zillow.com/homedetails/4512-Commander-Dr-APT-1722-Orlando-FL-32822/71092726_zpid/
"2636 Lemontree Ln # A, Orlando, FL 32839",32839,CONDO,FOR_SALE,Condo for sale,51000.0,40000,,,4.681,1.09,48363,48363,950,1,1.0,642,1976,$999 (Dec 4),255,$999 (Dec 4),PRICE_REDUCTION,2094379605,2094379605,https://www.zillow.com/homedetails/2636-Lemontree-Ln-A-Orlando-FL-32839/2094379605_zpid/
"3208 Albin Ln, Orlando, FL 32817",32817,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,135750.0,47600,83667,2018,4.062,1.09,135750,135750,1100,2,1.0,,1986,,256,256 days on Zillow,DAYS_ON,46083401,46083401,https://www.zillow.com/homedetails/3208-Albin-Ln-Orlando-FL-32817/46083401_zpid/
"2001 W South St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,114594.0,38900,33209,2018,4.681,1.09,114594,114594,1250,3,1.5,,1932,,256,256 days on Zillow,DAYS_ON,46209631,46209631,https://www.zillow.com/homedetails/2001-W-South-St-Orlando-FL-32805/46209631_zpid/
"6429 Golden Nugget Dr, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,93900.0,,,,4.681,1.09,91260,91260,1425,3,2.0,1393,2020,"$1,000 (Jan 14)",258,258 days on Zillow,DAYS_ON,2084599329,2084599329,https://www.zillow.com/homedetails/6429-Golden-Nugget-Dr-Orlando-FL-32822/2084599329_zpid/
"2648 Robert Trent Jones Dr APT 217, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,158900.0,62000,117800,2018,4.062,1.09,154902,154902,1520,3,2.0,1295,1995,,261,261 days on Zillow,DAYS_ON,71078868,71078868,https://www.zillow.com/homedetails/2648-Robert-Trent-Jones-Dr-APT-217-Orlando-FL-32835/71078868_zpid/
"3012 Winfield St, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,171517.0,71000,93420,2018,4.062,1.09,171517,171517,1350,3,2.0,,1959,,264,264 days on Zillow,DAYS_ON,46215604,46215604,https://www.zillow.com/homedetails/3012-Winfield-St-Orlando-FL-32810/46215604_zpid/
"6135 Metrowest Blvd UNIT 107, Orlando, FL 32835",32835,CONDO,PRE_FORECLOSURE,Pre-foreclosure,197241.0,359900,139300,2018,4.062,1.09,197241,197241,1595,3,2.5,1678,2004,,264,264 days on Zillow,DAYS_ON,71072436,71072436,https://www.zillow.com/homedetails/6135-Metrowest-Blvd-UNIT-107-Orlando-FL-32835/71072436_zpid/
"6178 Westgate Dr APT 103, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,107000.0,105502,57800,2018,4.681,1.09,103335,103335,1065,1,1.0,722,1988,,267,267 days on Zillow,DAYS_ON,71077765,71077765,https://www.zillow.com/homedetails/6178-Westgate-Dr-APT-103-Orlando-FL-32835/71077765_zpid/
"3913 Trovati St, Orlando, FL 32839",32839,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,107245.0,110000,44589,2018,4.681,1.09,107245,107245,1200,3,1.0,,1959,,271,271 days on Zillow,DAYS_ON,46096539,46096539,https://www.zillow.com/homedetails/3913-Trovati-St-Orlando-FL-32839/46096539_zpid/
"Rest Haven Ave, Orlando, FL 32806",32806,LOT,FOR_SALE,Lot / Land for sale,145000.0,,,,4.062,1.09,,,1195,,,,-1,,271,271 days on Zillow,DAYS_ON,2084815853,2084815853,https://www.zillow.com/homedetails/Rest-Haven-Ave-Orlando-FL-32806/2084815853_zpid/
"2001 S Ivey Ln, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,173869.0,,110732,2018,4.062,1.09,173869,173869,1550,4,3.0,,1967,,274,274 days on Zillow,DAYS_ON,46064057,46064057,https://www.zillow.com/homedetails/2001-S-Ivey-Ln-Orlando-FL-32811/46064057_zpid/
"7130 Lakner Way, Orlando, FL 32822",32822,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,216275.0,194900,116346,2018,4.062,1.09,216275,216275,1400,3,2.0,1376,1959,,275,275 days on Zillow,DAYS_ON,46259879,46259879,https://www.zillow.com/homedetails/7130-Lakner-Way-Orlando-FL-32822/46259879_zpid/
"N Pine Hls, Orlando, FL 32808",32808,LOT,FOR_SALE,Lot / Land for sale,125000.0,,,,4.681,1.09,,,1200,,,,-1,,276,276 days on Zillow,DAYS_ON,2084888035,2084888035,https://www.zillow.com/homedetails/N-Pine-Hls-Orlando-FL-32808/2084888035_zpid/
"1767 Sorolla Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,146039.0,,96807,2018,4.062,1.09,146039,146039,1304,3,1.5,,1971,,278,278 days on Zillow,DAYS_ON,46064692,46064692,https://www.zillow.com/homedetails/1767-Sorolla-Ct-Orlando-FL-32811/46064692_zpid/
"2518 Skan Ct # 14-C, Orlando, FL 32839",32839,CONDO,PRE_FORECLOSURE,Pre-foreclosure,53978.0,4600,8200,2018,4.681,1.09,53978,53978,1000,2,1.0,1020,1972,,278,278 days on Zillow,DAYS_ON,46090465,46090465,https://www.zillow.com/homedetails/2518-Skan-Ct-14-C-Orlando-FL-32839/46090465_zpid/
"1805 Riley Ave, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,104255.0,25000,25039,2018,4.681,1.09,104255,104255,1200,2,1.0,,1954,,281,281 days on Zillow,DAYS_ON,46246453,46246453,https://www.zillow.com/homedetails/1805-Riley-Ave-Orlando-FL-32805/46246453_zpid/
"4201 Chantelle Rd, Orlando, FL 32808",32808,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,151596.0,150000,70411,2018,4.062,1.09,151596,151596,1350,3,2.0,1075,1972,,281,281 days on Zillow,DAYS_ON,46144641,46144641,https://www.zillow.com/homedetails/4201-Chantelle-Rd-Orlando-FL-32808/46144641_zpid/
"1244 Barefoot Bay Dr, Orlando, FL 32824",32824,CONDO,PRE_FORECLOSURE,Pre-foreclosure,175559.0,100000,117847,2018,4.062,1.09,175559,175559,1500,3,2.0,1149,1995,,283,283 days on Zillow,DAYS_ON,46269417,46269417,https://www.zillow.com/homedetails/1244-Barefoot-Bay-Dr-Orlando-FL-32824/46269417_zpid/
"810 Polk St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,120342.0,60000,54075,2018,4.681,1.09,120342,120342,1200,3,1.0,912,1986,,284,284 days on Zillow,DAYS_ON,46202381,46202381,https://www.zillow.com/homedetails/810-Polk-St-Orlando-FL-32805/46202381_zpid/
"9652 Lupine Ave, Orlando, FL 32824",32824,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,187764.0,160000,106735,2018,4.062,1.09,187764,187764,1400,3,2.0,1200,1996,,288,288 days on Zillow,DAYS_ON,46071685,46071685,https://www.zillow.com/homedetails/9652-Lupine-Ave-Orlando-FL-32824/46071685_zpid/
"2221 Patterson Ave, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,176559.0,58000,117847,2018,4.062,1.09,176559,176559,1500,4,2.0,,1965,,288,288 days on Zillow,DAYS_ON,46063957,46063957,https://www.zillow.com/homedetails/2221-Patterson-Ave-Orlando-FL-32811/46063957_zpid/
"4727 S Rio Grande Ave, Orlando, FL 32839",32839,LOT,FOR_SALE,Lot / Land for sale,79900.0,66500,55000,2018,4.681,1.09,,,,,,,-1,,289,289 days on Zillow,DAYS_ON,294884130,294884130,https://www.zillow.com/homedetails/4727-S-Rio-Grande-Ave-Orlando-FL-32839/294884130_zpid/
"330 Broadway Ave, Orlando, FL 32803",32803,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,,51400,671365,2018,4.681,1.09,,,1250,,,2644,1921,,291,291 days on Zillow,DAYS_ON,247108374,247108374,https://www.zillow.com/homedetails/330-Broadway-Ave-Orlando-FL-32803/247108374_zpid/
"305 Wiles Way, Orlando, FL 32828",32828,LOT,FOR_SALE,Lot / Land for sale,145000.0,57000,55755,2018,4.062,1.09,,,,,,,-1,,293,293 days on Zillow,DAYS_ON,46217907,46217907,https://www.zillow.com/homedetails/305-Wiles-Way-Orlando-FL-32828/46217907_zpid/
"5156 Conroy Rd APT 1118, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,141950.0,100000,,,4.062,1.09,137486,137486,1350,3,2.0,1237,1988,$45 (Dec 16),294,$45 (Dec 16),PRICE_REDUCTION,2102813085,2102813085,https://www.zillow.com/homedetails/5156-Conroy-Rd-APT-1118-Orlando-FL-32811/2102813085_zpid/
"6437 Golden Nugget Dr, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,103900.0,,,,4.681,1.09,103548,103548,1400,3,2.0,1372,2020,,294,294 days on Zillow,DAYS_ON,2085182218,2085182218,https://www.zillow.com/homedetails/6437-Golden-Nugget-Dr-Orlando-FL-32822/2085182218_zpid/
"1906 Aaron Ave, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,161498.0,,98748,2018,4.062,1.09,161498,161498,1350,3,2.0,,1965,,296,296 days on Zillow,DAYS_ON,46064848,46064848,https://www.zillow.com/homedetails/1906-Aaron-Ave-Orlando-FL-32811/46064848_zpid/
"6422 Horse Shoe Bnd, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,91900.0,,,,4.681,1.09,86969,86969,1450,3,2.0,1372,2020,"$2,000 (Jan 9)",296,296 days on Zillow,DAYS_ON,2085219310,2085219310,https://www.zillow.com/homedetails/6422-Horse-Shoe-Bnd-Orlando-FL-32822/2085219310_zpid/
"7836 Copperfield Ct, Orlando, FL 32825",32825,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,194563.0,88000,131131,2018,4.062,1.09,194563,194563,1350,2,1.0,,1986,,297,297 days on Zillow,DAYS_ON,46203020,46203020,https://www.zillow.com/homedetails/7836-Copperfield-Ct-Orlando-FL-32825/46203020_zpid/
"4504 Marshall St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,166314.0,,109026,2018,4.062,1.09,166314,166314,1350,3,1.0,,1968,,297,297 days on Zillow,DAYS_ON,46064399,46064399,https://www.zillow.com/homedetails/4504-Marshall-St-Orlando-FL-32811/46064399_zpid/
"1705 S Oxalis Ave, Orlando, FL 32807",32807,CONDO,PRE_FORECLOSURE,Pre-foreclosure,105024.0,41300,68200,2018,4.681,1.09,105024,105024,1219,2,1.5,1018,1978,,297,297 days on Zillow,DAYS_ON,46049454,46049454,https://www.zillow.com/homedetails/1705-S-Oxalis-Ave-Orlando-FL-32807/46049454_zpid/
"754 Palmera St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,167573.0,205071,107227,2018,4.062,1.09,167573,167573,1369,3,2.0,,2005,,303,303 days on Zillow,DAYS_ON,71058458,71058458,https://www.zillow.com/homedetails/754-Palmera-St-Orlando-FL-32811/71058458_zpid/
"14353 Bay Isle Dr, Orlando, FL 32824",32824,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,167346.0,51000,108172,2018,4.062,1.09,167346,167346,1250,2,2.0,1055,1993,,304,304 days on Zillow,DAYS_ON,46269166,46269166,https://www.zillow.com/homedetails/14353-Bay-Isle-Dr-Orlando-FL-32824/46269166_zpid/
"3205 Oak Bluff Dr, Orlando, FL 32827",32827,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,205982.0,189000,152805,2018,4.062,1.09,205982,205982,1579,3,2.0,1571,1961,,305,305 days on Zillow,DAYS_ON,54446148,54446148,https://www.zillow.com/homedetails/3205-Oak-Bluff-Dr-Orlando-FL-32827/54446148_zpid/
"7907 Compass Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,185927.0,,122788,2018,4.062,1.09,185927,185927,1315,3,2.0,,1984,,309,309 days on Zillow,DAYS_ON,46216119,46216119,https://www.zillow.com/homedetails/7907-Compass-Dr-Orlando-FL-32810/46216119_zpid/
"4109 Crossen Dr, Orlando, FL 32822",32822,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,150301.0,145000,117782,2018,4.062,1.09,150301,150301,1295,3,2.0,1100,1969,,310,310 days on Zillow,DAYS_ON,46119545,46119545,https://www.zillow.com/homedetails/4109-Crossen-Dr-Orlando-FL-32822/46119545_zpid/
"799 Cornelia Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,144145.0,,80885,2018,4.062,1.09,144145,144145,1250,3,1.5,,1973,,311,311 days on Zillow,DAYS_ON,46240023,46240023,https://www.zillow.com/homedetails/799-Cornelia-Ct-Orlando-FL-32811/46240023_zpid/
"6148 Westgate Dr APT 102, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,129950.0,60350,84900,2018,4.062,1.09,121354,123961,1275,2,2.0,943,1988,,311,311 days on Zillow,DAYS_ON,71072015,71072015,https://www.zillow.com/homedetails/6148-Westgate-Dr-APT-102-Orlando-FL-32835/71072015_zpid/
"3502 Windy Walk Way # 2112, Orlando, FL 32837",32837,CONDO,PRE_FORECLOSURE,Pre-foreclosure,112694.0,168000,75200,2018,4.681,1.09,112694,112694,1100,1,1.0,632,2003,,312,312 days on Zillow,DAYS_ON,71087821,71087821,https://www.zillow.com/homedetails/3502-Windy-Walk-Way-2112-Orlando-FL-32837/71087821_zpid/
"2906 Greenleaf Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,184527.0,70500,113320,2018,4.062,1.09,184527,184527,1395,4,2.0,,1957,,313,313 days on Zillow,DAYS_ON,46215779,46215779,https://www.zillow.com/homedetails/2906-Greenleaf-Dr-Orlando-FL-32810/46215779_zpid/
"4132 Prince Hall Blvd, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,147623.0,12700,95491,2018,4.062,1.09,147623,147623,1304,3,1.5,,1968,,313,313 days on Zillow,DAYS_ON,46063212,46063212,https://www.zillow.com/homedetails/4132-Prince-Hall-Blvd-Orlando-FL-32811/46063212_zpid/
"2384 Turpin Dr, Orlando, FL 32837",32837,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,195752.0,185000,122068,2018,4.062,1.09,195752,195752,1450,3,2.0,,1986,,315,315 days on Zillow,DAYS_ON,46142857,46142857,https://www.zillow.com/homedetails/2384-Turpin-Dr-Orlando-FL-32837/46142857_zpid/
"6400 Horse Shoe Bnd, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,102500.0,,,,4.681,1.09,99856,99856,1400,3,2.0,1372,2020,$400 (Jan 14),316,316 days on Zillow,DAYS_ON,2085525842,2085525842,https://www.zillow.com/homedetails/6400-Horse-Shoe-Bnd-Orlando-FL-32822/2085525842_zpid/
"2707 Appaloosa Rd, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,99900.0,,,,4.681,1.09,97599,97599,1400,3,2.0,1393,2020,"$2,000 (Jan 14)",316,316 days on Zillow,DAYS_ON,2085525844,2085525844,https://www.zillow.com/homedetails/2707-Appaloosa-Rd-Orlando-FL-32822/2085525844_zpid/
"6406 Horse Shoe Bnd, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,99900.0,,,,4.681,1.09,96855,96855,1441,3,2.0,1372,2020,,316,316 days on Zillow,DAYS_ON,2085525840,2085525840,https://www.zillow.com/homedetails/6406-Horse-Shoe-Bnd-Orlando-FL-32822/2085525840_zpid/
"109 Pier Point Ct, Orlando, FL 32835",32835,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,195135.0,163500,166635,2018,4.062,1.09,195135,195135,1500,3,2.0,1221,1989,,318,318 days on Zillow,DAYS_ON,46201029,46201029,https://www.zillow.com/homedetails/109-Pier-Point-Ct-Orlando-FL-32835/46201029_zpid/
"2424 Grand Central Pkwy APT 8, Orlando, FL 32839",32839,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,169791.0,111000,108800,2018,4.062,1.09,169791,169791,1403,2,3.0,1250,2006,,319,319 days on Zillow,DAYS_ON,71074033,71074033,https://www.zillow.com/homedetails/2424-Grand-Central-Pkwy-APT-8-Orlando-FL-32839/71074033_zpid/
"5182 Lescot Ln, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,145901.0,64000,69896,2018,4.062,1.09,145901,145901,1355,4,1.5,1176,1971,,319,319 days on Zillow,DAYS_ON,46232880,46232880,https://www.zillow.com/homedetails/5182-Lescot-Ln-Orlando-FL-32811/46232880_zpid/
"10202 Water Hyacinth Dr # 1, Orlando, FL 32825",32825,LOT,FOR_SALE,Lot / Land for sale,85900.0,,,,4.681,1.09,,,1178,,,,-1,,322,322 days on Zillow,DAYS_ON,2085606174,2085606174,https://www.zillow.com/homedetails/10202-Water-Hyacinth-Dr-1-Orlando-FL-32825/2085606174_zpid/
"2009 S Westmoreland Dr, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,55128.0,37100,6000,2018,4.681,1.09,55128,55128,,1,1.0,836,1920,,323,323 days on Zillow,DAYS_ON,46047357,46047357,https://www.zillow.com/homedetails/2009-S-Westmoreland-Dr-Orlando-FL-32805/46047357_zpid/
"2773 L B Mcleod Rd APT C, Orlando, FL 32805",32805,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,62130.0,,40100,2018,4.681,1.09,62130,62130,1275,3,2.0,1338,1973,,324,324 days on Zillow,DAYS_ON,82085149,82085149,https://www.zillow.com/homedetails/2773-L-B-Mcleod-Rd-APT-C-Orlando-FL-32805/82085149_zpid/
"9744 Piney Point Cir, Orlando, FL 32825",32825,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,202151.0,195000,157482,2018,4.062,1.09,202151,202151,1519,3,2.0,1484,1988,,325,325 days on Zillow,DAYS_ON,46158782,46158782,https://www.zillow.com/homedetails/9744-Piney-Point-Cir-Orlando-FL-32825/46158782_zpid/
"206 E South St UNIT 2035, Orlando, FL 32801",32801,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,143280.0,152500,118300,2018,4.062,1.09,143280,143280,1250,1,1.0,785,2002,,325,325 days on Zillow,DAYS_ON,64541959,64541959,https://www.zillow.com/homedetails/206-E-South-St-UNIT-2035-Orlando-FL-32801/64541959_zpid/
"1300 Mercy Dr, Orlando, FL 32808",32808,SINGLE_FAMILY,FOR_SALE,House for sale,109900.0,125000,42820,2018,4.681,1.09,104378,104378,1200,3,1.0,918,1957,,330,330 days on Zillow,DAYS_ON,46161454,46161454,https://www.zillow.com/homedetails/1300-Mercy-Dr-Orlando-FL-32808/46161454_zpid/
"11409 Judge Ave, Orlando, FL 32817",32817,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,218169.0,114900,117655,2018,4.681,1.09,218169,218169,1500,3,2.0,,1953,,330,330 days on Zillow,DAYS_ON,46146077,46146077,https://www.zillow.com/homedetails/11409-Judge-Ave-Orlando-FL-32817/46146077_zpid/
"3367 S Kirkman Rd APT 1120, Orlando, FL 32811",32811,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,136102.0,115000,89200,2018,4.681,1.09,136102,136102,1300,2,2.0,1129,1999,,331,331 days on Zillow,DAYS_ON,71084511,71084511,https://www.zillow.com/homedetails/3367-S-Kirkman-Rd-APT-1120-Orlando-FL-32811/71084511_zpid/
"5158 Saint Charles Ln # 60, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,152000.0,63600,56700,2018,4.062,1.09,146654,146654,1250,2,3.0,1030,1974,,335,335 days on Zillow,DAYS_ON,46134904,46134904,https://www.zillow.com/homedetails/5158-Saint-Charles-Ln-60-Orlando-FL-32822/46134904_zpid/
"Pine St, Orlando, FL 32824",32824,LOT,FOR_SALE,Lot / Land for sale,50000.0,30000,15000,2018,4.681,1.09,,,,,,,-1,,337,337 days on Zillow,DAYS_ON,99684567,99684567,https://www.zillow.com/homedetails/Pine-St-Orlando-FL-32824/99684567_zpid/
"2550 N Alafaya Trl APT 12100, Orlando, FL 32826",32826,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,139528.0,185000,100700,2018,4.062,1.09,139528,139528,1243,2,2.0,1007,1989,,346,346 days on Zillow,DAYS_ON,71093803,71093803,https://www.zillow.com/homedetails/2550-N-Alafaya-Trl-APT-12100-Orlando-FL-32826/71093803_zpid/
"367 Mandrake St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,142001.0,165000,94870,2018,4.062,1.09,142001,142001,1250,3,1.0,,2008,,346,346 days on Zillow,DAYS_ON,89674115,89674115,https://www.zillow.com/homedetails/367-Mandrake-St-Orlando-FL-32811/89674115_zpid/
"3007 Knollwood Cir, Orlando, FL 32804",32804,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,233853.0,200000,169252,2018,4.062,1.09,233853,233853,1450,2,1.0,1238,1949,,347,347 days on Zillow,DAYS_ON,46131033,46131033,https://www.zillow.com/homedetails/3007-Knollwood-Cir-Orlando-FL-32804/46131033_zpid/
"5301 Burning Tree Dr, Orlando, FL 32811",32811,CONDO,FOR_SALE,For sale by owner,179999.0,,,,4.062,1.09,115513,115513,1350,3,2.0,1382,1973,,348,Open: 2/1 11am-4pm,OPEN_HOUSE,2095744786,2095744786,https://www.zillow.com/homedetails/5301-Burning-Tree-Dr-Orlando-FL-32811/2095744786_zpid/
"3142 Benson Park Blvd, Orlando, FL 32829",32829,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,203633.0,195000,150577,2018,4.062,1.09,203633,203633,1535,3,2.0,1223,2004,,350,350 days on Zillow,DAYS_ON,66654473,66654473,https://www.zillow.com/homedetails/3142-Benson-Park-Blvd-Orlando-FL-32829/66654473_zpid/
"7614 Bell Blvd, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,182239.0,132000,141355,2018,4.062,1.09,182239,182239,1445,3,2.0,1404,1958,,350,350 days on Zillow,DAYS_ON,46193496,46193496,https://www.zillow.com/homedetails/7614-Bell-Blvd-Orlando-FL-32810/46193496_zpid/
"Riverside Park Rd, Orlando, FL 32810",32810,LOT,FOR_SALE,Lot / Land for sale,104900.0,6900,15500,2018,4.681,1.09,,,,,,,-1,,351,351 days on Zillow,DAYS_ON,99691784,99691784,https://www.zillow.com/homedetails/Riverside-Park-Rd-Orlando-FL-32810/99691784_zpid/
"6536 Swissco Dr APT 923, Orlando, FL 32822",32822,CONDO,PRE_FORECLOSURE,Pre-foreclosure,139389.0,49900,93000,2018,4.062,1.09,139389,139389,1300,2,2.0,1120,1999,,351,351 days on Zillow,DAYS_ON,71093060,71093060,https://www.zillow.com/homedetails/6536-Swissco-Dr-APT-923-Orlando-FL-32822/71093060_zpid/
"4322 Clarinda St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,122758.0,,70075,2018,4.681,1.09,122758,122758,1300,3,2.0,1353,1969,,352,352 days on Zillow,DAYS_ON,46221862,46221862,https://www.zillow.com/homedetails/4322-Clarinda-St-Orlando-FL-32811/46221862_zpid/
