address,zipcode,type,status,other_status,price,last_sold_price,tax_assessed_value,tax_assessed_year,mortgage_rate,propert_tax_rate,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"2442 Red Gate Rd, Orlando, FL 32818",32818,LOT,FOR_SALE,Lot / Land for sale,120000.0,330000,25000,2018,4.681,1.09,,,,,,,-1,"$5,000 (Dec 25)",83,"$5,000 (Dec 25)",PRICE_REDUCTION,99727917,99727917,https://www.zillow.com/homedetails/2442-Red-Gate-Rd-Orlando-FL-32818/99727917_zpid/
"7340 Westpointe Blvd APT 332, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,94000.0,55000,71600,2018,4.681,1.09,90848,90848,1100,1,1.0,842,1994,"$5,000 (Dec 2)",84,"$5,000 (Dec 2)",PRICE_REDUCTION,71079842,71079842,https://www.zillow.com/homedetails/7340-Westpointe-Blvd-APT-332-Orlando-FL-32835/71079842_zpid/
"2556 Lodgewood Ln # 41-F, Orlando, FL 32839",32839,CONDO,PRE_FORECLOSURE,Pre-foreclosure,58105.0,5500,10500,2018,4.681,1.09,58105,58105,1299,3,2.0,1308,1972,,85,85 days on Zillow,DAYS_ON,46090572,46090572,https://www.zillow.com/homedetails/2556-Lodgewood-Ln-41-F-Orlando-FL-32839/46090572_zpid/
"4605 Dutton Dr, Orlando, FL 32808",32808,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,145390.0,87700,60373,2018,4.062,1.09,145390,145390,1250,3,2.0,,1962,,85,85 days on Zillow,DAYS_ON,46161662,46161662,https://www.zillow.com/homedetails/4605-Dutton-Dr-Orlando-FL-32808/46161662_zpid/
"3218 Candle Ridge Dr # 103, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,155000.0,77500,99900,2018,4.062,1.09,150348,150348,1300,2,2.0,934,1981,,85,85 days on Zillow,DAYS_ON,46050752,46050752,https://www.zillow.com/homedetails/3218-Candle-Ridge-Dr-103-Orlando-FL-32822/46050752_zpid/
"1864 Caralee Blvd APT 1, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,104999.0,80000,45900,2018,4.681,1.09,99918,99918,1100,2,1.0,850,1973,,85,85 days on Zillow,DAYS_ON,46050686,46050686,https://www.zillow.com/homedetails/1864-Caralee-Blvd-APT-1-Orlando-FL-32822/46050686_zpid/
"4643 Kozart St, Orlando, FL 32811",32811,SINGLE_FAMILY,FOR_SALE,House for sale,143000.0,,79595,2018,4.062,1.09,,,1425,5,3.0,1513,1969,,85,85 days on Zillow,DAYS_ON,46240239,46240239,https://www.zillow.com/homedetails/4643-Kozart-St-Orlando-FL-32811/46240239_zpid/
"2526 Skan Ct # 14-E, Orlando, FL 32839",32839,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,59374.0,5000,10500,2018,4.681,1.09,59374,59374,1299,3,2.0,1308,1972,,86,86 days on Zillow,DAYS_ON,46090467,46090467,https://www.zillow.com/homedetails/2526-Skan-Ct-14-E-Orlando-FL-32839/46090467_zpid/
"3807 Thompson St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,116275.0,,30596,2018,4.681,1.09,116275,116275,1253,2,1.0,,1954,,86,86 days on Zillow,DAYS_ON,46246359,46246359,https://www.zillow.com/homedetails/3807-Thompson-St-Orlando-FL-32805/46246359_zpid/
"14036 Fairway Island Dr APT 1526, Orlando, FL 32837",32837,CONDO,FOR_SALE,Condo for sale,171900.0,150000,107100,2018,4.062,1.09,168935,168935,1400,2,2.0,1020,1997,"$2,600 (Dec 3)",86,"$2,600 (Dec 3)",PRICE_REDUCTION,71074435,71074435,https://www.zillow.com/homedetails/14036-Fairway-Island-Dr-APT-1526-Orlando-FL-32837/71074435_zpid/
"7523 Ranchero St, Orlando, FL 32822",32822,LOT,FOR_SALE,Lot / Land for sale,69000.0,55500,40000,2018,4.681,1.09,,,,0,,,-1,,86,86 days on Zillow,DAYS_ON,46127759,46127759,https://www.zillow.com/homedetails/7523-Ranchero-St-Orlando-FL-32822/46127759_zpid/
"8205 Sun Spring Cir 11 # 11, Orlando, FL 32825",32825,CONDO,FOR_SALE,Foreclosure,114000.0,,,,4.681,1.09,,,1225,2,2.0,1071,1985,,86,86 days on Zillow,DAYS_ON,2082277416,2082277416,https://www.zillow.com/homedetails/8205-Sun-Spring-Cir-11-11-Orlando-FL-32825/2082277416_zpid/
"6627 Queens Borough Ave APT 101, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,155000.0,110000,94500,2018,4.062,1.09,150661,150661,1499,3,2.0,1260,2000,"$4,900 (Dec 17)",86,"$4,900 (Dec 17)",PRICE_REDUCTION,71072294,71072294,https://www.zillow.com/homedetails/6627-Queens-Borough-Ave-APT-101-Orlando-FL-32835/71072294_zpid/
"101 S Eola Dr UNIT 1005, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,199900.0,236000,157810,2018,4.062,1.09,195032,195032,1425,1,1.0,644,2008,,86,86 days on Zillow,DAYS_ON,84648056,84648056,https://www.zillow.com/homedetails/101-S-Eola-Dr-UNIT-1005-Orlando-FL-32801/84648056_zpid/
"202 E South St UNIT 6048, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,158000.0,134000,118300,2018,4.062,1.09,153574,153574,1250,1,1.0,744,2002,,87,87 days on Zillow,DAYS_ON,71067791,71067791,https://www.zillow.com/homedetails/202-E-South-St-UNIT-6048-Orlando-FL-32801/71067791_zpid/
"860 N Orange Ave APT 415, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,159900.0,50000,82900,2018,4.062,1.09,154428,154428,1167,1,1.0,535,2000,,88,88 days on Zillow,DAYS_ON,64777075,64777075,https://www.zillow.com/homedetails/860-N-Orange-Ave-APT-415-Orlando-FL-32801/64777075_zpid/
"5017 Mustang Way, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,169900.0,70000,92874,2018,4.062,1.09,162712,162712,1341,3,2.0,1000,1957,,89,89 days on Zillow,DAYS_ON,46231302,46231302,https://www.zillow.com/homedetails/5017-Mustang-Way-Orlando-FL-32810/46231302_zpid/
"2536 Woodgate Blvd APT 103, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,95000.0,61500,55800,2018,4.681,1.09,89662,89662,1025,1,1.0,680,1987,"$5,000 (Dec 23)",90,"$5,000 (Dec 23)",PRICE_REDUCTION,46048978,46048978,https://www.zillow.com/homedetails/2536-Woodgate-Blvd-APT-103-Orlando-FL-32822/46048978_zpid/
"5955 Calais Way APT 105, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,175000.0,150000,111400,2018,4.062,1.09,169241,168562,1450,3,3.0,1485,1992,"$4,900 (Dec 23)",90,"$4,900 (Dec 23)",PRICE_REDUCTION,46049815,46049815,https://www.zillow.com/homedetails/5955-Calais-Way-APT-105-Orlando-FL-32822/46049815_zpid/
"2533 Shadybranch Dr, Orlando, FL 32822",32822,TOWNHOUSE,FOR_SALE,Townhouse for sale,175000.0,198000,105782,2018,4.062,1.09,172098,172098,1475,3,2.0,1370,1983,,91,91 days on Zillow,DAYS_ON,46050182,46050182,https://www.zillow.com/homedetails/2533-Shadybranch-Dr-Orlando-FL-32822/46050182_zpid/
"5445 Marty Rd # 1349, Orlando, FL 32822",32822,MANUFACTURED,FOR_SALE,Home for sale,53900.0,,,,4.681,1.09,52072,56316,1310,2,2.0,1056,1996,"$3,600 (Jan 16)",91,"$3,600 (Jan 16)",PRICE_REDUCTION,2088029559,2088029559,https://www.zillow.com/homedetails/5445-Marty-Rd-1349-Orlando-FL-32822/2088029559_zpid/
"1603 N Forest Ave, Orlando, FL 32803",32803,SINGLE_FAMILY,FOR_SALE,House for sale,199000.0,149900,175243,2018,4.062,1.09,195559,195559,1400,2,1.0,856,1949,"$10,000 (Oct 20)",91,"$10,000 (Oct 20)",PRICE_REDUCTION,46157335,46157335,https://www.zillow.com/homedetails/1603-N-Forest-Ave-Orlando-FL-32803/46157335_zpid/
"5115 Adanson St, Orlando, FL 32804",32804,SINGLE_FAMILY,FOR_SALE,House for sale,189000.0,55000,110116,2018,4.062,1.09,180560,180560,1336,3,1.0,1182,1948,,91,91 days on Zillow,DAYS_ON,46039570,46039570,https://www.zillow.com/homedetails/5115-Adanson-St-Orlando-FL-32804/46039570_zpid/
"5007 Mustang Way, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,180842.0,151900,129463,2018,4.062,1.09,180842,180842,1409,3,2.0,1478,1959,,92,92 days on Zillow,DAYS_ON,46231303,46231303,https://www.zillow.com/homedetails/5007-Mustang-Way-Orlando-FL-32810/46231303_zpid/
"627 Delaney Ave APT 16, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,134900.0,85000,83800,2018,4.062,1.09,126637,126637,1150,1,1.0,625,1974,"$5,100 (Dec 30)",92,3D Home,3D_HOME,71073633,71073633,https://www.zillow.com/homedetails/627-Delaney-Ave-APT-16-Orlando-FL-32801/71073633_zpid/
"2711 Ranch House Ct, Orlando, FL 32822",32822,MANUFACTURED,FOR_SALE,Home for sale,58858.0,,,,4.681,1.09,57393,57393,1229,2,2.0,792,2018,,92,92 days on Zillow,DAYS_ON,2092372584,2092372584,https://www.zillow.com/homedetails/2711-Ranch-House-Ct-Orlando-FL-32822/2092372584_zpid/
"6715 Mott Ave, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,134900.0,24900,62461,2018,4.062,1.09,127481,127481,1295,3,2.0,1227,1950,"$5,000 (Jan 6)",92,"$5,000 (Jan 6)",PRICE_REDUCTION,46237780,46237780,https://www.zillow.com/homedetails/6715-Mott-Ave-Orlando-FL-32810/46237780_zpid/
"1163 Oropesa Ave, Orlando, FL 32807",32807,SINGLE_FAMILY,FOR_SALE,House for sale,165800.0,69500,95951,2018,4.062,1.09,162452,162452,1297,3,2.0,1073,1983,"$2,000 (Dec 4)",93,"$2,000 (Dec 4)",PRICE_REDUCTION,46253841,46253841,https://www.zillow.com/homedetails/1163-Oropesa-Ave-Orlando-FL-32807/46253841_zpid/
"4002 Dolomite St # A, Orlando, FL 32839",32839,CONDO,FOR_SALE,Condo for sale,57900.0,,,,4.681,1.09,53904,53904,1099,1,2.0,762,1974,"$2,000 (Jan 6)",93,"$2,000 (Jan 6)",PRICE_REDUCTION,2082347936,2082347936,https://www.zillow.com/homedetails/4002-Dolomite-St-A-Orlando-FL-32839/2082347936_zpid/
"1033 S Hiawassee Rd APT 2612, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,150000.0,120000,78800,2018,4.062,1.09,120789,120789,1250,2,2.0,829,1989,,94,94 days on Zillow,DAYS_ON,71078250,71078250,https://www.zillow.com/homedetails/1033-S-Hiawassee-Rd-APT-2612-Orlando-FL-32835/71078250_zpid/
"5601 Rosebriar Way APT 105, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,110000.0,74500,,,4.681,1.09,106469,106469,1050,1,1.0,660,1987,,94,94 days on Zillow,DAYS_ON,2085071104,2085071104,https://www.zillow.com/homedetails/5601-Rosebriar-Way-APT-105-Orlando-FL-32822/2085071104_zpid/
"4451 Evers Pl, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,170447.0,11500,118368,2018,4.062,1.09,170447,170447,1510,3,2.0,,1967,,96,96 days on Zillow,DAYS_ON,46064179,46064179,https://www.zillow.com/homedetails/4451-Evers-Pl-Orlando-FL-32811/46064179_zpid/
"7708 Grevillea Dr, Orlando, FL 32822",32822,SINGLE_FAMILY,FOR_SALE,House for sale,194900.0,111000,108231,2018,4.062,1.09,194900,194900,1240,3,1.0,920,1960,,96,96 days on Zillow,DAYS_ON,46128054,46128054,https://www.zillow.com/homedetails/7708-Grevillea-Dr-Orlando-FL-32822/46128054_zpid/
"10934 Derringer Dr, Orlando, FL 32829",32829,TOWNHOUSE,FOR_SALE,For sale by owner,199500.0,130000,151033,2018,4.062,1.09,176599,176599,1449,2,2.0,1276,2005,"$10,500 (Oct 22)",96,"$10,500 (Oct 22)",PRICE_REDUCTION,71066110,71066110,https://www.zillow.com/homedetails/10934-Derringer-Dr-Orlando-FL-32829/71066110_zpid/
"4606 Commander Dr APT 1124, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,106000.0,59000,51500,2018,4.681,1.09,101506,101506,990,1,1.0,735,1990,,97,97 days on Zillow,DAYS_ON,71092615,71092615,https://www.zillow.com/homedetails/4606-Commander-Dr-APT-1124-Orlando-FL-32822/71092615_zpid/
"1125 Timor Ave, Orlando, FL 32804",32804,SINGLE_FAMILY,FOR_SALE,House for sale,188000.0,159000,119541,2018,4.062,1.09,185264,185264,1275,2,1.0,821,1953,,97,97 days on Zillow,DAYS_ON,46045789,46045789,https://www.zillow.com/homedetails/1125-Timor-Ave-Orlando-FL-32804/46045789_zpid/
"3863 Atrium Dr, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,114900.0,,,,4.681,1.09,111640,111640,1250,2,2.0,820,1985,,98,98 days on Zillow,DAYS_ON,2144637341,2144637341,https://www.zillow.com/homedetails/3863-Atrium-Dr-Orlando-FL-32822/2144637341_zpid/
"6010 Scotchwood Gln APT 107, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,134800.0,72000,75000,2018,4.062,1.09,125934,125934,1245,2,2.0,1000,1988,"$3,000 (Jan 8)",98,"$3,000 (Jan 8)",PRICE_REDUCTION,46049750,46049750,https://www.zillow.com/homedetails/6010-Scotchwood-Gln-APT-107-Orlando-FL-32822/46049750_zpid/
"1986 Warwick Hills Dr, Orlando, FL",32826,SINGLE_FAMILY,FOR_SALE,New construction,137900.0,,,,4.062,1.09,134935,134935,1500,2,2.0,1344,2020,,98,Open: M: 8:00 AM-5:00 P...,OPEN_HOUSE,2082405049,2082405049,https://www.zillow.com/homedetails/1986-Warwick-Hills-Dr-Orlando-FL-32826/2082405049_zpid/
"2197 Pebble Beach Blvd, Orlando, FL",32826,SINGLE_FAMILY,FOR_SALE,New construction,159900.0,,,,4.062,1.09,156103,156103,1550,2,2.0,1728,2020,,98,Open: M: 8:00 AM-5:00 P...,OPEN_HOUSE,2082405047,2082405047,https://www.zillow.com/homedetails/2197-Pebble-Beach-Blvd-Orlando-FL-32826/2082405047_zpid/
"1867 Inverary Dr, Orlando, FL",32826,SINGLE_FAMILY,FOR_SALE,New construction,149900.0,,,,4.062,1.09,146570,146570,1545,2,2.0,1624,-1,,98,Open: M: 8:00 AM-5:00 P...,OPEN_HOUSE,2082405048,2082405048,https://www.zillow.com/homedetails/1867-Inverary-Dr-Orlando-FL-32826/2082405048_zpid/
"8110 White Marlin Ave # 3212, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,119995.0,,,,4.681,1.09,119995,119995,1500,3,2.0,1456,2020,,98,Open: Mon - Fri: 8:00 A...,OPEN_HOUSE,2082405093,2082405093,https://www.zillow.com/homedetails/8110-White-Marlin-Ave-3212-Orlando-FL-32822/2082405093_zpid/
"3332 Robert Trent Jones Dr UNIT 107, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,158900.0,,,,4.062,1.09,155767,155767,1350,2,2.0,1112,2006,"$1,000 (Nov 12)",99,"$1,000 (Nov 12)",PRICE_REDUCTION,2100648580,2100648580,https://www.zillow.com/homedetails/3332-Robert-Trent-Jones-Dr-UNIT-107-Orlando-FL-32835/2100648580_zpid/
"6169 Metrowest Blvd UNIT 204, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,170000.0,78100,106700,2018,4.062,1.09,168591,168591,1450,3,2.0,1285,2004,,99,99 days on Zillow,DAYS_ON,71072485,71072485,https://www.zillow.com/homedetails/6169-Metrowest-Blvd-UNIT-204-Orlando-FL-32835/71072485_zpid/
"1413 S Chickasaw Trl # 3, Orlando, FL 32825",32825,SINGLE_FAMILY,FOR_SALE,House for sale,199000.0,106000,131400,2018,4.062,1.09,190408,190408,1495,3,2.0,1642,1983,,99,99 days on Zillow,DAYS_ON,46035364,46035364,https://www.zillow.com/homedetails/1413-S-Chickasaw-Trl-3-Orlando-FL-32825/46035364_zpid/
"6190 Westgate Dr APT 303, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,140000.0,168900,106700,2018,4.062,1.09,137494,137494,1349,2,2.0,1422,1988,,100,100 days on Zillow,DAYS_ON,71077813,71077813,https://www.zillow.com/homedetails/6190-Westgate-Dr-APT-303-Orlando-FL-32835/71077813_zpid/
"616 Conroy St, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,155000.0,26800,56620,2018,4.062,1.09,150822,150822,1250,3,2.0,1192,1956,,100,100 days on Zillow,DAYS_ON,46259262,46259262,https://www.zillow.com/homedetails/616-Conroy-St-Orlando-FL-32805/46259262_zpid/
"163 Areca Dr, Orlando, FL 32807",32807,SINGLE_FAMILY,FOR_SALE,House for sale,185900.0,48000,99640,2018,4.062,1.09,185836,185836,1250,3,1.0,896,1955,"$14,000 (Oct 29)",100,"$14,000 (Oct 29)",PRICE_REDUCTION,46210846,46210846,https://www.zillow.com/homedetails/163-Areca-Dr-Orlando-FL-32807/46210846_zpid/
"2804 Hitching Post Ln, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,71900.0,,,,4.681,1.09,70167,70167,1239,2,2.0,873,2020,"$4,100 (Nov 5)",100,100 days on Zillow,DAYS_ON,2091713916,2091713916,https://www.zillow.com/homedetails/2804-Hitching-Post-Ln-Orlando-FL-32822/2091713916_zpid/
"4332 S Kirkman Rd UNIT 1010, Orlando, FL 32811",32811,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,142687.0,275000,85400,2018,4.062,1.09,142687,142687,1300,2,2.0,1042,1997,,101,101 days on Zillow,DAYS_ON,71072628,71072628,https://www.zillow.com/homedetails/4332-S-Kirkman-Rd-UNIT-1010-Orlando-FL-32811/71072628_zpid/
"4202 Kirkland Blvd, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,153384.0,,88658,2018,4.062,1.09,153384,153384,1325,3,2.0,,1963,,101,101 days on Zillow,DAYS_ON,46063843,46063843,https://www.zillow.com/homedetails/4202-Kirkland-Blvd-Orlando-FL-32811/46063843_zpid/
"13500 Turtle Marsh Loop APT 830, Orlando, FL 32837",32837,CONDO,FOR_SALE,Condo for sale,180000.0,167000,126300,2018,4.062,1.09,175282,175282,1450,3,2.0,1276,2000,,101,101 days on Zillow,DAYS_ON,58339772,58339772,https://www.zillow.com/homedetails/13500-Turtle-Marsh-Loop-APT-830-Orlando-FL-32837/58339772_zpid/
"2921 Willow Run, Orlando, FL 32808",32808,TOWNHOUSE,FOR_SALE,Townhouse for sale,92900.0,,,,4.681,1.09,89391,89391,1200,2,2.0,970,1984,,101,101 days on Zillow,DAYS_ON,2082438551,2082438551,https://www.zillow.com/homedetails/2921-Willow-Run-Orlando-FL-32808/2082438551_zpid/
"13929 Fairway Island Dr APT 831, Orlando, FL 32837",32837,CONDO,FOR_SALE,Condo for sale,179000.0,78000,124600,2018,4.062,1.09,170426,170426,1450,2,2.0,1466,1997,"$7,000 (Jan 10)",101,"$7,000 (Jan 10)",PRICE_REDUCTION,71088833,71088833,https://www.zillow.com/homedetails/13929-Fairway-Island-Dr-APT-831-Orlando-FL-32837/71088833_zpid/
"1056 E Michigan St # 1056-A, Orlando, FL 32806",32806,CONDO,FOR_SALE,Condo for sale,160000.0,,93800,2018,4.062,1.09,156209,156209,1300,2,2.0,1042,1973,,101,Video Walkthrough,VIDEO_WALKTHROUGH,46034724,46034724,https://www.zillow.com/homedetails/1056-E-Michigan-St-1056-A-Orlando-FL-32806/46034724_zpid/
"1713 27th St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,173508.0,38900,96899,2018,4.062,1.09,173508,173508,1475,3,2.0,,1960,,102,102 days on Zillow,DAYS_ON,46048499,46048499,https://www.zillow.com/homedetails/1713-27th-St-Orlando-FL-32805/46048499_zpid/
"601 N Westmoreland Dr, Orlando, FL 32805",32805,LOT,FOR_SALE,Lot / Land for sale,189900.0,41500,34500,2018,4.062,1.09,,,,0,,,-1,,102,102 days on Zillow,DAYS_ON,46202282,46202282,https://www.zillow.com/homedetails/601-N-Westmoreland-Dr-Orlando-FL-32805/46202282_zpid/
"3031 Overland Rd, Apopka, FL 32703",32703,MANUFACTURED,FOR_SALE,Home for sale,144000.0,32500,44046,2018,4.062,1.09,138952,138952,1400,3,2.0,1864,1968,"$3,000 (Nov 25)",102,"$3,000 (Nov 25)",PRICE_REDUCTION,46224549,46224549,https://www.zillow.com/homedetails/3031-Overland-Rd-Apopka-FL-32703/46224549_zpid/
"1065 S Hiawassee Rd APT 1435, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,110000.0,75000,63900,2018,4.681,1.09,105465,105465,1000,1,1.0,673,1989,"$3,000 (Dec 9)",102,"$3,000 (Dec 9)",PRICE_REDUCTION,71078115,71078115,https://www.zillow.com/homedetails/1065-S-Hiawassee-Rd-APT-1435-Orlando-FL-32835/71078115_zpid/
"7395 Universal Blvd, Orlando, FL 32819",32819,CONDO,FOR_SALE,Condo for sale,190000.0,,,,4.062,1.09,,,1325,1,1.0,671,2007,,103,103 days on Zillow,DAYS_ON,2136691297,2136691297,https://www.zillow.com/homedetails/7395-Universal-Blvd-Orlando-FL-32819/2136691297_zpid/
"14065 Saint Leo Ct, Orlando, FL 32826",32826,SINGLE_FAMILY,FOR_SALE,Foreclosure,194000.0,76600,165690,2018,4.062,1.09,233746,233746,1575,3,2.0,1303,1995,,104,104 days on Zillow,DAYS_ON,46110752,46110752,https://www.zillow.com/homedetails/14065-Saint-Leo-Ct-Orlando-FL-32826/46110752_zpid/
"5455 Vineland Rd APT 3301, Orlando, FL 32811",32811,CONDO,FOR_SALE,For sale by owner,153000.0,166500,87300,2018,4.062,1.09,145921,145921,1300,2,2.0,1082,2000,,105,105 days on Zillow,DAYS_ON,71070493,71070493,https://www.zillow.com/homedetails/5455-Vineland-Rd-APT-3301-Orlando-FL-32811/71070493_zpid/
"698 Golden Sunshine Cir, Orlando, FL 32807",32807,MULTI_FAMILY,FOR_SALE,Apartment for sale,160000.0,,91404,2018,4.062,1.09,157529,157529,1259,2,2.0,963,1986,"$5,000 (Nov 22)",105,"$5,000 (Nov 22)",PRICE_REDUCTION,46174615,46174615,https://www.zillow.com/homedetails/698-Golden-Sunshine-Cir-Orlando-FL-32807/46174615_zpid/
"700 Golden Sunshine Cir, Orlando, FL 32807",32807,MULTI_FAMILY,FOR_SALE,Apartment for sale,160000.0,50000,92658,2018,4.062,1.09,157528,157528,1250,2,2.0,965,1986,"$5,000 (Nov 22)",105,"$5,000 (Nov 22)",PRICE_REDUCTION,46174616,46174616,https://www.zillow.com/homedetails/700-Golden-Sunshine-Cir-Orlando-FL-32807/46174616_zpid/
"2811 Orange Center Blvd, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,157900.0,75000,69513,2018,4.062,1.09,153041,153041,1265,3,1.0,1148,1955,,105,105 days on Zillow,DAYS_ON,46245969,46245969,https://www.zillow.com/homedetails/2811-Orange-Center-Blvd-Orlando-FL-32805/46245969_zpid/
"2739 Riddle Dr, Winter Park, FL 32789",32789,LOT,FOR_SALE,Lot / Land for sale,179000.0,,79000,2018,4.062,1.09,,,,5,,2843,1901,,105,105 days on Zillow,DAYS_ON,46039432,46039432,https://www.zillow.com/homedetails/2739-Riddle-Dr-Winter-Park-FL-32789/46039432_zpid/
"1620 Columbia St, Orlando, FL 32805",32805,LOT,FOR_SALE,Lot / Land for sale,109900.0,70000,47595,2018,4.681,1.09,,,1200,3,,,1930,,105,105 days on Zillow,DAYS_ON,46251855,46251855,https://www.zillow.com/homedetails/1620-Columbia-St-Orlando-FL-32805/46251855_zpid/
"3404 Calumet Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,192289.0,68200,116734,2018,4.062,1.09,192289,192289,1300,3,2.0,,1957,,106,106 days on Zillow,DAYS_ON,46215859,46215859,https://www.zillow.com/homedetails/3404-Calumet-Dr-Orlando-FL-32810/46215859_zpid/
"13803 Fairway Island Dr APT 1624, Orlando, FL 32837",32837,CONDO,FOR_SALE,Condo for sale,172000.0,188400,107100,2018,4.062,1.09,167188,167188,1400,2,2.0,1020,1997,"$2,500 (Dec 10)",106,"$2,500 (Dec 10)",PRICE_REDUCTION,71088976,71088976,https://www.zillow.com/homedetails/13803-Fairway-Island-Dr-APT-1624-Orlando-FL-32837/71088976_zpid/
"3708 Southpointe Dr # 1, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,135000.0,,,,4.062,1.09,130619,130619,1250,2,2.0,820,1983,,106,106 days on Zillow,DAYS_ON,2082499666,2082499666,https://www.zillow.com/homedetails/3708-Southpointe-Dr-1-Orlando-FL-32822/2082499666_zpid/
"2101 La Due Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,FOR_SALE,House for sale,159900.0,56000,92311,2018,4.062,1.09,159896,159896,1349,4,2.0,1250,1970,,106,106 days on Zillow,DAYS_ON,46064523,46064523,https://www.zillow.com/homedetails/2101-La-Due-Ct-Orlando-FL-32811/46064523_zpid/
"8605 Captiva Ct, Orlando, FL 32817",32817,LOT,FOR_SALE,Lot / Land for sale,124900.0,87330,55000,2018,4.681,1.09,,,1500,4,,2735,-1,,106,106 days on Zillow,DAYS_ON,99744560,99744560,https://www.zillow.com/homedetails/8605-Captiva-Ct-Orlando-FL-32817/99744560_zpid/
"957 Windmill Grove Cir, Orlando, FL 32828",32828,MANUFACTURED,FOR_SALE,Home for sale,70000.0,,,,4.681,1.09,70000,70000,1450,3,2.0,1344,2017,,106,106 days on Zillow,DAYS_ON,2088471141,2088471141,https://www.zillow.com/homedetails/957-Windmill-Grove-Cir-Orlando-FL-32828/2088471141_zpid/
"14545 Congress St, Orlando, FL 32826",32826,MANUFACTURED,FOR_SALE,Foreclosure,85000.0,,34183,2018,4.681,1.09,,,1350,2,2.0,1400,1987,,106,106 days on Zillow,DAYS_ON,46190143,46190143,https://www.zillow.com/homedetails/14545-Congress-St-Orlando-FL-32826/46190143_zpid/
"4985 W South St, Orlando, FL 32811",32811,MANUFACTURED,FOR_SALE,Home for sale,129900.0,40000,24894,2018,4.062,1.09,122740,122740,1295,2,2.0,1194,2007,,106,106 days on Zillow,DAYS_ON,46226534,46226534,https://www.zillow.com/homedetails/4985-W-South-St-Orlando-FL-32811/46226534_zpid/
"1931 Barksdale Dr, Orlando, FL 32822",32822,SINGLE_FAMILY,FOR_SALE,House for sale,194000.0,189900,131270,2018,4.062,1.09,191941,191941,1375,2,1.0,1165,1959,,106,106 days on Zillow,DAYS_ON,46259913,46259913,https://www.zillow.com/homedetails/1931-Barksdale-Dr-Orlando-FL-32822/46259913_zpid/
"846 Monopoly Ct, Orlando, FL 32824",32824,TOWNHOUSE,FOR_SALE,Townhouse for sale,174950.0,489000,113481,2018,4.062,1.09,166202,166202,1450,3,3.0,1284,1993,,107,107 days on Zillow,DAYS_ON,46192109,46192109,https://www.zillow.com/homedetails/846-Monopoly-Ct-Orlando-FL-32824/46192109_zpid/
